molecule_id,class,pic50,MW,LogP,HDonors,HAcceptors
CHEMBL1784362,active,6.173925197299173,410.53600000000023,2.0577999999999994,1,5
CHEMBL179288,active,8.173925197299173,406.5040000000001,3.2143000000000015,2,5
CHEMBL1795351,active,7.102372908709558,392.50200000000007,2.2742000000000004,3,5
CHEMBL1795857,active,7.200659450546418,588.7510000000003,5.464500000000005,3,6
CHEMBL1795858,active,7.301029995663981,586.7350000000002,5.116500000000004,3,6
CHEMBL1795859,active,7.113509274827518,521.6640000000002,4.366800000000002,4,5
CHEMBL1795860,active,6.187086643357144,538.7160000000001,5.100200000000004,3,6
CHEMBL1795861,active,7.67778070526608,450.60700000000014,3.0595000000000008,2,6
CHEMBL1795862,active,8.366531544420413,494.6380000000002,4.111500000000002,2,5
CHEMBL179616,active,7.707743928643524,406.5040000000001,3.2143000000000015,2,5
CHEMBL1800089,active,10.0,557.591,2.9436000000000018,2,8
CHEMBL1801044,active,9.397940008672036,377.41800000000023,2.3072,2,6
CHEMBL1801045,active,8.537602002101044,411.8630000000003,2.9606000000000012,2,6
CHEMBL1801046,active,9.522878745280336,411.8630000000002,2.9606000000000012,2,6
CHEMBL1801047,active,8.301029995663981,446.3080000000002,3.6140000000000017,2,6
CHEMBL1801050,active,8.769551078621726,453.51600000000025,3.9742000000000033,2,6
CHEMBL1801051,active,7.371611069949688,445.41500000000025,3.3260000000000023,2,6
CHEMBL1801052,active,9.69897000433602,461.4140000000002,3.2058000000000018,2,7
CHEMBL1801054,active,9.602059991327964,477.4820000000002,3.919100000000002,2,7
CHEMBL1801056,active,8.823908740944319,444.50900000000024,2.2344,2,7
CHEMBL1801057,active,8.958607314841775,497.57300000000026,3.1964000000000015,2,8
CHEMBL1801393,active,9.221848749616356,551.5430000000001,4.086400000000003,2,8
CHEMBL1801394,active,10.0,532.537,3.527700000000002,2,8
CHEMBL1801396,active,10.0,502.4670000000002,3.037700000000001,2,7
CHEMBL1801398,active,9.744727494896694,474.4570000000002,3.121000000000002,2,7
CHEMBL1801412,active,9.69897000433602,460.55200000000025,3.1537000000000015,2,7
CHEMBL1801413,active,8.698970004336019,456.56400000000025,3.3492000000000024,2,6
CHEMBL1801415,active,8.657577319177793,460.59600000000023,4.124400000000003,2,6
CHEMBL1801417,active,9.67778070526608,474.5790000000003,3.542200000000003,2,7
CHEMBL1801418,active,7.08460016478773,492.5750000000003,1.6293,2,8
CHEMBL1801419,active,8.42021640338319,420.44300000000027,1.6088999999999996,3,8
CHEMBL1801420,active,9.522878745280336,458.4920000000003,1.9544999999999997,2,8
CHEMBL1801421,active,9.568636235841012,478.5230000000003,1.9676999999999996,2,9
CHEMBL1801423,active,8.721246399047171,474.5350000000004,2.5262000000000002,2,8
CHEMBL1801424,active,8.638272163982407,484.49600000000027,3.773800000000003,2,6
CHEMBL1801425,active,8.397940008672037,444.43100000000015,2.899000000000001,3,6
CHEMBL1801426,active,8.721246399047171,486.5120000000002,4.019800000000003,2,6
CHEMBL1801427,active,8.823908740944319,472.4850000000002,3.631300000000002,2,6
CHEMBL1801428,active,9.602059991327964,534.578,3.850900000000002,2,8
CHEMBL1801429,active,9.657577319177792,460.4300000000002,2.7788000000000004,3,7
CHEMBL1801430,active,9.82390874094432,500.4950000000003,3.6536000000000026,2,7
CHEMBL1801431,active,9.69897000433602,551.543,4.086400000000003,2,8
CHEMBL180239,inactive,4.7121982700697735,364.401,4.178900000000003,3,5
CHEMBL181244,active,6.698970004336019,364.42300000000006,2.1897,2,5
CHEMBL1812914,active,8.2839966563652,434.4960000000003,2.0678,2,6
CHEMBL1812915,active,7.568636235841012,448.4790000000003,1.5943999999999998,2,6
CHEMBL1812918,active,6.882728704344236,470.5290000000003,2.8580000000000005,2,6
CHEMBL1812920,active,7.853871964321762,422.44100000000026,1.2042999999999997,2,6
CHEMBL1812921,active,7.795880017344075,394.4310000000002,1.2875999999999996,2,6
CHEMBL1812922,active,8.958607314841775,448.52300000000037,2.4578999999999995,2,6
CHEMBL1812923,active,7.585026652029182,484.5560000000003,3.248100000000001,2,6
CHEMBL1812924,active,8.823908740944319,436.46800000000025,1.5943999999999996,2,6
CHEMBL1812925,active,8.721246399047171,408.4580000000002,1.6776999999999995,2,6
CHEMBL1812926,active,7.366531544420414,490.5410000000003,2.5597000000000003,2,7
CHEMBL1812927,active,7.366531544420414,509.5220000000002,2.36988,2,7
CHEMBL1812928,active,7.346787486224656,519.9450000000003,2.5465999999999998,2,7
CHEMBL1812929,active,7.886056647693163,462.50600000000037,1.9844999999999997,2,6
CHEMBL1812930,active,7.721246399047171,504.5680000000003,2.9498000000000006,2,7
CHEMBL1812931,active,7.552841968657781,523.5490000000002,2.7599800000000005,2,7
CHEMBL1812932,active,6.958607314841775,533.9720000000003,2.936700000000001,2,7
CHEMBL1812933,active,7.853871964321762,476.5330000000004,2.3746,2,6
CHEMBL1812934,active,7.443697499232712,544.6330000000004,3.3668000000000013,2,7
CHEMBL1812936,active,7.154901959985743,582.5350000000001,3.786900000000002,2,7
CHEMBL1812937,active,6.809668301829708,518.6140000000006,3.544900000000002,2,6
CHEMBL1812938,active,6.424812155072339,586.6450000000001,3.6857000000000015,2,8
CHEMBL1812939,active,7.552841968657781,547.9990000000003,3.245120000000001,2,7
CHEMBL1812940,active,6.718966632752272,506.5190000000004,1.1930999999999996,3,7
CHEMBL1812941,active,8.540607512240769,552.5870000000003,3.9429200000000026,2,7
CHEMBL1812942,active,6.667561540084394,607.0630000000001,4.895500000000005,2,7
CHEMBL1812943,active,7.602059991327962,516.5540000000003,3.098140000000001,2,7
CHEMBL1812944,active,7.468521082957745,550.5750000000004,2.8315,2,8
CHEMBL1812945,active,7.292429823902063,518.5950000000004,2.8787000000000003,2,7
CHEMBL1812946,active,6.920818753952375,632.6730000000002,4.245300000000003,2,8
CHEMBL1812947,active,6.703334809738469,567.5240000000002,3.302100000000001,2,7
CHEMBL1812948,active,7.356547323513812,512.5660000000003,3.196720000000001,2,6
CHEMBL1812949,active,6.549750891680639,577.4350000000001,3.650800000000002,2,6
CHEMBL1812950,active,7.060480747381382,567.4290000000002,4.195100000000003,2,6
CHEMBL1812951,active,7.207608310501746,526.5930000000004,3.207300000000002,2,6
CHEMBL1812952,active,6.761953896871205,547.0110000000003,3.470600000000002,2,6
CHEMBL1812953,active,7.113509274827518,518.6140000000006,3.544900000000002,2,6
CHEMBL1812954,active,7.091514981121351,586.407,3.7292000000000023,2,7
CHEMBL1812955,active,7.619788758288394,507.5470000000005,1.5001,2,7
CHEMBL1812956,active,7.130768280269024,627.723,3.6560000000000015,2,8
CHEMBL1812957,active,7.031517051446065,544.6330000000002,3.6102000000000007,2,7
CHEMBL1812958,active,6.669586226650809,552.5910000000002,2.7750000000000012,2,7
CHEMBL1812959,active,6.156144577376839,691.7630000000001,2.3488000000000016,3,10
CHEMBL1812960,active,6.009661145212398,673.7950000000001,5.384800000000006,2,8
CHEMBL1812961,active,7.823908740944319,658.6930000000001,2.98552,3,10
CHEMBL1812962,active,7.244125144327507,609.6360000000001,2.3989000000000003,3,8
CHEMBL1812963,active,7.552841968657781,697.7700000000001,4.006120000000002,3,9
CHEMBL1812964,active,7.096910013008056,605.6730000000002,2.56822,3,8
CHEMBL1812965,active,7.119186407719209,626.6950000000002,2.8839000000000006,3,9
CHEMBL1830129,active,8.09799710864927,223.27500000000003,3.3385000000000016,1,1
CHEMBL1834425,active,6.213958789757446,321.423,2.9502000000000015,1,5
CHEMBL18614,active,7.958607314841775,429.2920000000001,2.7102200000000005,2,5
CHEMBL18649,active,6.634512015109101,495.3950000000001,3.8839200000000016,2,5
CHEMBL18667,active,6.779891911959945,550.4750000000001,3.6045000000000025,2,6
CHEMBL18895,active,6.412289034981089,497.36700000000013,2.73022,2,6
CHEMBL18943,active,6.321481620959887,483.3400000000003,2.0761199999999995,3,6
CHEMBL19005,active,6.517126416391246,467.34100000000007,3.103720000000001,2,5
CHEMBL190871,active,7.721246399047171,553.3880000000003,3.764000000000002,2,6
CHEMBL1916050,active,9.236572006437065,408.86300000000017,2.956900000000001,2,5
