molecule_id,class,pic50,MW,LogP,HDonors,HAcceptors
CHEMBL2336785,active,8.454692883534175,253.30100000000004,3.352520000000002,2,2
CHEMBL2336786,active,8.095825631715837,257.264,3.183200000000001,2,2
CHEMBL2336788,active,8.108462542327436,257.264,3.183200000000001,2,2
CHEMBL2336789,active,8.079876673709276,273.71900000000005,3.6975000000000016,2,2
CHEMBL2337691,active,7.017728766960431,336.36899999999997,1.0493,3,5
CHEMBL2380401,active,8.886056647693163,407.5170000000001,2.1607000000000003,2,5
CHEMBL2380403,active,8.638272163982407,463.6250000000001,2.7855000000000008,3,6
CHEMBL2385084,active,7.67778070526608,547.5110000000002,4.293000000000002,4,5
CHEMBL2385441,active,8.154901959985743,481.50500000000017,3.533500000000002,4,4
CHEMBL2385442,active,8.958607314841775,589.4110000000002,3.9990000000000023,4,4
CHEMBL2385443,active,7.958607314841775,493.5410000000002,3.4030000000000014,4,5
CHEMBL2385444,active,7.013228265733755,521.5950000000003,4.181600000000002,4,5
CHEMBL2385445,active,6.337242168318426,535.6220000000003,4.4292000000000025,4,5
CHEMBL2385446,active,7.107905397309519,482.49300000000017,2.9285000000000005,4,5
CHEMBL2385447,active,7.769551078621726,482.49300000000017,2.9285000000000005,4,5
CHEMBL2385449,active,7.42021640338319,482.49300000000017,2.9285000000000005,4,5
CHEMBL2385450,active,6.638272163982407,454.9350000000002,4.462500000000003,3,3
CHEMBL2385451,active,7.0,466.51500000000016,3.9430000000000023,3,5
CHEMBL241405,active,6.214670164989233,374.3450000000001,1.8497000000000001,4,8
CHEMBL242104,active,6.9754322428039615,225.273,0.5678999999999998,3,4
CHEMBL2425930,active,8.522878745280337,598.6790000000002,1.4674000000000011,2,9
CHEMBL2425931,active,8.397940008672037,355.42,1.8260199999999998,2,5
CHEMBL2425932,active,8.522878745280337,441.52900000000005,1.7095199999999997,2,6
CHEMBL2425933,active,9.397940008672036,633.7400000000005,1.3599200000000033,2,11
CHEMBL2425934,active,8.221848749616356,548.6410000000002,2.743220000000001,2,8
CHEMBL2425935,active,8.397940008672037,403.43600000000015,1.8659000000000001,2,6
CHEMBL2425936,active,8.698970004336019,489.5450000000002,1.7494,2,7
CHEMBL2425937,active,8.0,681.7560000000003,1.3998000000000053,2,12
CHEMBL2425938,active,9.096910013008056,596.657,2.783100000000001,2,9
CHEMBL2425939,active,8.522878745280337,616.6690000000001,1.4649000000000012,3,9
CHEMBL2425940,active,7.958607314841775,630.6960000000001,1.8071000000000002,2,9
CHEMBL2425941,active,10.154901959985745,373.4060000000001,1.07918,2,6
CHEMBL2425942,active,8.154901959985743,461.49100000000016,1.3167999999999993,2,7
CHEMBL2425943,active,9.69897000433602,593.6500000000002,1.3666000000000011,2,10
CHEMBL2425944,active,9.69897000433602,686.7350000000001,2.0102000000000007,2,12
CHEMBL2425946,active,8.221848749616356,371.41900000000004,1.5261999999999998,2,6
CHEMBL2425947,active,10.154901959985745,457.5280000000001,1.4096999999999997,2,7
CHEMBL2425948,active,8.698970004336019,649.7390000000005,1.0601000000000051,2,12
CHEMBL2425949,active,9.522878745280336,564.6400000000001,2.4433999999999996,2,9
CHEMBL2425950,active,9.221848749616356,584.6520000000002,1.1252000000000002,3,9
CHEMBL2430286,active,8.387216143280265,766.7560000000001,2.320600000000004,6,13
CHEMBL2431015,active,7.221848749616356,415.265,1.8117999999999999,3,5
CHEMBL2431016,active,6.958607314841775,354.359,1.1883999999999997,3,5
CHEMBL2431017,active,7.119186407719209,420.365,1.9479,3,6
CHEMBL2431018,active,6.036212172654444,412.46700000000004,2.7163000000000004,3,5
CHEMBL2431019,inactive,4.537602002101044,387.41700000000003,1.5974999999999997,3,6
CHEMBL2431020,active,6.481486060122112,372.349,1.3274999999999997,3,5
CHEMBL2431021,inactive,4.292429823902063,494.161,2.5743,3,5
CHEMBL2431026,inactive,4.958607314841775,671.364,4.259400000000002,4,7
CHEMBL2431029,active,8.853871964321762,415.265,1.8117999999999999,3,5
CHEMBL2431030,active,7.376750709602099,354.359,1.1883999999999997,3,5
CHEMBL2431031,active,7.431798275933005,420.365,1.9478999999999997,3,6
CHEMBL2431032,active,6.161150909262744,412.46700000000004,2.7163000000000004,3,5
CHEMBL2435340,inactive,4.6020599913279625,320.34800000000007,2.6826,2,3
CHEMBL2440431,inactive,4.259637310505756,393.656,3.183200000000002,5,4
CHEMBL2440432,inactive,4.060480747381382,438.107,3.292300000000002,5,4
CHEMBL2440441,inactive,4.522878745280337,346.01,1.5,5,3
CHEMBL2440578,inactive,4.698970004336019,312.111,0.6456999999999995,5,5
CHEMBL253313,active,7.638272163982407,263.293,1.8138999999999996,2,4
CHEMBL253694,inactive,4.610833915635467,312.119,1.9935,2,4
CHEMBL255374,inactive,4.6020599913279625,335.35900000000004,3.250820000000002,2,4
CHEMBL261713,active,7.012333735073725,420.4900000000002,3.388000000000001,3,4
CHEMBL262397,active,7.42021640338319,1115.2980000000005,4.863000000000012,8,14
CHEMBL266292,active,7.279840696594043,387.4140000000001,-0.6038999999999985,2,7
CHEMBL267178,active,8.096910013008056,393.4650000000001,1.8110999999999997,2,6
CHEMBL267603,inactive,4.657577319177793,603.5960000000001,0.10350000000000259,8,11
CHEMBL267854,inactive,4.785156151952302,267.66799999999995,1.8843999999999996,2,4
CHEMBL267939,active,8.744727494896694,463.51200000000017,1.6023999999999996,2,7
CHEMBL268114,active,8.259637310505756,473.5330000000002,-0.6119999999999974,2,8
CHEMBL268377,active,8.3767507096021,371.4150000000001,0.15810000000000046,2,6
CHEMBL269019,active,8.481486060122112,411.48000000000013,1.0824000000000003,2,6
CHEMBL273764,active,7.67778070526608,471.37300000000005,3.8805200000000015,2,5
CHEMBL275362,active,8.146301788223825,255.27300000000002,2.7497000000000007,3,3
CHEMBL278060,active,7.823908740944319,453.314,2.7136200000000006,2,5
CHEMBL278872,active,8.698970004336019,512.4260000000003,3.211000000000002,2,6
CHEMBL279786,active,9.078313524516398,477.65200000000016,3.0976,4,6
CHEMBL290632,inactive,4.274088367704952,866.7810000000004,4.443900000000016,15,18
CHEMBL296761,active,9.69897000433602,542.7230000000002,5.206400000000004,2,6
CHEMBL296911,active,8.602059991327963,466.6250000000001,3.5394000000000014,2,6
CHEMBL305729,active,6.625251653989896,410.5150000000001,1.4554000000000016,2,5
CHEMBL306412,active,7.982966660701219,315.41400000000004,0.8210999999999995,4,4
CHEMBL307192,active,7.229147988357855,436.55300000000034,1.9895999999999991,2,5
CHEMBL3085322,active,6.399027104313252,309.38700000000006,1.7263,2,4
CHEMBL309492,active,8.522878745280337,446.56900000000024,3.179400000000001,2,6
CHEMBL3098991,inactive,4.958607314841775,404.47300000000007,5.592920000000004,2,4
CHEMBL3098994,inactive,4.769551078621726,404.4730000000001,5.592920000000004,2,4
CHEMBL3098996,inactive,4.795880017344075,404.4730000000001,5.592920000000003,2,4
CHEMBL3098997,inactive,4.318758762624412,404.4730000000001,5.592920000000003,2,4
CHEMBL3098998,inactive,4.301029995663981,404.4730000000001,5.592920000000003,2,4
CHEMBL311932,active,7.669586226650809,316.379,0.8472999999999993,2,5
CHEMBL316332,active,8.045757490560675,494.6390000000003,0.14520000000000022,4,7
CHEMBL317132,active,9.221848749616356,464.9090000000002,3.702600000000002,2,6
CHEMBL317508,active,9.221848749616356,455.4740000000001,2.9208799999999995,2,7
CHEMBL318795,active,6.655607726314889,444.4870000000002,3.9304000000000023,2,5
CHEMBL320402,active,8.602059991327963,466.6250000000001,3.5394000000000014,2,6
CHEMBL3221177,active,9.275724130399212,539.4840000000003,4.308300000000003,2,7
CHEMBL3221178,active,9.494850021680094,475.4410000000002,3.546400000000003,1,7
CHEMBL3221179,active,8.259637310505756,519.4940000000001,3.9090000000000025,1,8
CHEMBL322412,active,8.036212172654444,448.5410000000001,2.4326999999999996,2,6
CHEMBL322888,active,7.301029995663981,358.416,0.20820000000000094,3,6
CHEMBL323148,active,6.701146923590294,425.4850000000002,2.9167000000000014,2,5
CHEMBL323371,active,9.0,430.46400000000017,3.049200000000001,2,6
CHEMBL323575,active,8.356547323513812,494.6350000000003,3.1579000000000006,2,7
CHEMBL323612,active,7.886056647693163,368.3860000000001,2.1803,3,5
CHEMBL325749,active,8.106238237942057,267.328,2.7643000000000013,2,2
CHEMBL326489,active,6.251811972993799,573.7340000000003,5.488720000000004,4,5
CHEMBL327262,active,7.397940008672037,455.62400000000014,2.5318999999999994,4,4
CHEMBL329002,active,7.522878745280337,407.5800000000001,1.9451999999999987,4,4
CHEMBL329145,active,7.045757490560675,365.4990000000001,0.9205999999999988,4,4
CHEMBL329617,inactive,4.958607314841775,218.212,0.31030000000000013,2,3
CHEMBL333729,active,8.4089353929735,485.5400000000002,0.6206000000000002,2,8
CHEMBL334107,active,6.995678626217357,597.7560000000003,3.5973000000000015,2,8
CHEMBL3350246,active,6.0,351.46799999999996,3.040700000000001,2,4
CHEMBL3350758,active,8.795880017344075,1151.357999999999,10.163299999999996,3,13
CHEMBL3355722,active,7.709965388637482,463.5790000000003,0.370800000000004,6,6
CHEMBL3355723,active,7.501689446210399,585.6770000000002,1.981200000000001,6,6
CHEMBL3358155,inactive,5.0,390.80800000000005,2.007399999999999,3,6
CHEMBL3358156,inactive,4.769551078621726,387.78300000000013,1.2843999999999998,3,5
CHEMBL3358158,inactive,4.187086643357144,421.3350000000001,1.6497999999999997,3,5
CHEMBL3359657,active,7.357535479757878,470.5550000000002,1.4015999999999995,3,8
CHEMBL3359658,active,6.460422116654691,498.60900000000026,2.1801999999999992,3,8
CHEMBL3392650,active,7.086186147616283,414.50500000000017,0.4512,3,7
CHEMBL3408913,active,7.637140697041319,426.47600000000006,2.75692,2,4
CHEMBL342210,active,8.443697499232712,406.4820000000001,0.15700000000000125,2,7
CHEMBL351806,active,6.508638306165727,381.4530000000001,3.3278000000000016,2,3
CHEMBL355752,active,7.488116639021126,332.34000000000003,2.6159,2,3
CHEMBL3585679,inactive,4.387640052032226,360.36500000000007,3.355100000000001,4,4
CHEMBL3585760,inactive,4.0,364.4230000000002,2.1443000000000003,1,5
CHEMBL3585761,active,8.337242168318426,379.43800000000016,1.5650999999999993,2,6
CHEMBL3585762,active,6.154901959985743,379.43800000000016,1.5650999999999993,2,6
CHEMBL3585763,inactive,4.0,382.4130000000001,2.0939,1,5
CHEMBL3585764,inactive,4.0,382.4130000000001,2.0939,1,5
CHEMBL3585765,active,7.910094888560602,397.4280000000001,1.5146999999999995,2,6
CHEMBL3585766,active,8.522878745280337,397.4280000000001,1.5146999999999995,2,6
CHEMBL3585768,inactive,4.0,376.43400000000014,2.3104000000000005,1,5
CHEMBL3585769,active,9.267606240177033,391.4490000000001,1.7311999999999992,2,6
CHEMBL3585770,active,8.193820026016112,391.4490000000001,1.7311999999999992,2,6
CHEMBL3585771,inactive,4.0,394.42400000000015,2.6076000000000006,1,5
CHEMBL3585772,inactive,4.0,394.42400000000015,2.6076000000000006,1,5
CHEMBL3585773,active,8.080921907623926,409.4390000000002,2.0284,2,6
CHEMBL3585774,active,8.309803919971486,409.4390000000002,2.0284,2,6
CHEMBL3589199,inactive,4.301029995663981,478.4060000000002,-0.23589999999999972,7,12
CHEMBL3617400,active,8.045757490560675,511.6000000000002,3.378400000000002,3,6
CHEMBL3617401,active,8.065501548756432,485.5840000000002,1.4976000000000023,3,7
CHEMBL3617402,active,8.187086643357144,449.52900000000017,2.0845,3,6
CHEMBL3617403,active,8.193820026016112,525.6270000000002,3.3073000000000015,3,6
CHEMBL3617404,active,8.698970004336019,479.5550000000002,2.0930999999999997,3,7
CHEMBL3617405,active,8.537602002101044,555.6530000000002,3.315900000000001,3,7
CHEMBL3617407,active,9.366531544420411,567.6200000000003,3.2532000000000014,2,8
CHEMBL3618461,active,6.148925194771113,321.423,2.9502000000000015,1,5
CHEMBL3618462,active,6.079354998593212,321.423,2.9502000000000015,1,5
CHEMBL3618463,active,6.169283050563102,363.46000000000004,3.3264000000000022,1,5
CHEMBL3618464,active,6.36794783329419,363.46000000000004,3.3264000000000022,1,5
CHEMBL3621216,inactive,4.921905849593589,461.97400000000016,5.496300000000004,1,4
CHEMBL3622219,inactive,4.962972120244225,427.52900000000017,4.842900000000004,1,4
CHEMBL3622224,inactive,4.890421453095613,553.4250000000001,5.447500000000004,1,4
CHEMBL3622225,inactive,4.796967112985289,441.5560000000002,5.151320000000004,1,4
CHEMBL3622787,inactive,4.471726222832956,427.52900000000017,4.842900000000004,1,4
CHEMBL3622793,inactive,4.857297754262384,506.4250000000001,5.605400000000005,1,4
CHEMBL3622796,inactive,4.722161666997953,457.5550000000002,4.851500000000004,1,5
CHEMBL3622797,inactive,4.737311655698304,471.58200000000016,5.2416000000000045,1,5
CHEMBL3622798,inactive,4.703115524461453,445.5190000000001,4.982000000000004,1,4
CHEMBL362651,active,7.795880017344075,541.6260000000002,3.8748000000000022,3,7
CHEMBL362678,active,7.886056647693163,406.5040000000001,3.2143000000000015,2,5
CHEMBL3633818,active,6.229147988357855,570.4760000000001,3.275900000000002,3,6
CHEMBL3633819,active,7.221848749616356,570.4760000000001,3.275900000000002,3,6
CHEMBL367524,active,6.157390760389438,308.33700000000005,2.3673999999999995,2,3
CHEMBL370129,active,7.67778070526608,370.45200000000006,0.7001999999999998,2,6
CHEMBL370685,active,9.0,501.38100000000026,2.8287000000000004,2,6
CHEMBL370825,active,6.655607726314889,452.5330000000002,0.7308000000000016,2,6
CHEMBL371600,active,7.853871964321762,502.3690000000002,1.3790000000000002,3,7
CHEMBL372263,active,6.259637310505756,607.581,4.170100000000003,2,6
CHEMBL372705,active,7.244125144327507,580.3950000000001,3.533100000000002,2,8
CHEMBL372908,active,7.1487416512809245,411.4360000000001,0.03540000000000154,2,7
CHEMBL372914,active,8.0,661.294,4.2295000000000025,2,6
CHEMBL373532,active,6.94692155651658,355.4380000000001,1.5659999999999998,3,4
CHEMBL373721,active,6.481486060122112,400.84000000000015,1.9764999999999997,2,6
CHEMBL373831,active,7.744727494896693,428.51000000000016,2.012499999999999,2,6
CHEMBL374377,active,7.229147988357855,387.369,2.9308000000000023,3,3
CHEMBL3751997,active,7.721246399047171,445.4490000000001,3.6742000000000035,3,4
CHEMBL3752564,active,8.053056729302174,399.40500000000003,2.800300000000002,3,4
CHEMBL3752747,active,6.405607449624574,388.357,2.325800000000001,3,4
CHEMBL375319,active,6.924453038607469,329.41800000000006,2.313300000000001,2,5
CHEMBL3753984,inactive,4.585026652029182,320.37,1.5273999999999996,3,4
CHEMBL3754094,active,8.275724130399212,404.5320000000001,3.530300000000002,2,4
CHEMBL375418,active,7.113509274827518,341.41100000000006,1.1759,3,4
CHEMBL3754243,active,7.732828271596986,431.4220000000001,3.1400000000000023,3,4
CHEMBL3754302,active,7.015922966097169,521.5470000000003,5.052600000000006,2,4
CHEMBL376557,active,7.67778070526608,403.824,3.4451000000000027,3,3
CHEMBL3770935,inactive,4.619788758288394,411.5090000000002,0.11380000000000084,2,7
CHEMBL377112,active,9.221848749616356,525.5040000000002,5.216600000000004,1,5
CHEMBL377317,active,6.718966632752272,471.53500000000025,1.6853999999999993,2,7
CHEMBL377700,inactive,4.998699066979582,386.4220000000001,4.741800000000004,1,2
CHEMBL377862,active,6.042392712939905,484.5740000000003,2.59882,2,6
CHEMBL378188,inactive,4.985899678480379,552.4910000000003,5.437000000000006,5,10
CHEMBL378740,inactive,4.99978290702777,352.83900000000006,4.0340000000000025,1,3
CHEMBL378878,active,7.275724130399211,467.4740000000002,3.4059000000000026,1,5
CHEMBL379220,active,9.096910013008056,469.5620000000002,4.880400000000003,1,4
CHEMBL3792842,active,8.11069829749369,481.5720000000003,3.3536,5,4
CHEMBL3792940,active,7.869023308394382,463.5820000000003,3.214500000000001,5,4
CHEMBL3793480,active,7.563519304990505,542.4780000000002,3.977000000000001,5,4
CHEMBL3794512,active,6.809136266871255,505.6190000000003,3.590700000000001,5,4
CHEMBL379653,active,6.943095148663527,497.95600000000013,4.310300000000003,1,5
CHEMBL379763,active,7.721246399047171,486.61200000000036,1.5798999999999999,2,7
CHEMBL380049,active,6.228412519118745,408.4760000000002,0.9964999999999999,2,6
CHEMBL381224,active,6.600326278518962,463.5370000000001,1.1708999999999998,2,7
CHEMBL382227,active,8.853871964321762,498.9440000000002,3.341000000000002,2,6
CHEMBL3827073,active,6.308034897232639,452.53200000000015,3.181700000000001,3,4
CHEMBL3827243,active,6.055517327849831,486.9770000000002,3.8351000000000024,3,4
CHEMBL3827250,active,6.145754702933882,418.5150000000001,2.781600000000001,3,4
CHEMBL3827306,inactive,4.947690900352677,404.4880000000001,2.3914999999999997,3,4
CHEMBL3827615,active,6.196542884351587,444.5530000000003,3.3142000000000023,3,4
CHEMBL3828088,inactive,4.415114951054475,376.4340000000001,1.6113000000000002,3,4
CHEMBL382975,active,7.920818753952375,398.5060000000001,1.4787999999999997,2,6
CHEMBL383193,active,8.795880017344075,491.56500000000017,4.3902000000000045,1,5
CHEMBL385312,active,6.8297382846050425,442.53700000000026,2.4026000000000005,2,6
CHEMBL38851,active,6.183758700008217,282.299,2.49958,2,4
CHEMBL388982,active,6.543633966870956,374.4590000000001,1.9459999999999995,2,6
CHEMBL3889936,active,8.275724130399212,548.6210000000003,3.1660000000000013,3,7
CHEMBL3891386,active,8.259637310505756,913.0880000000002,4.9220000000000095,6,10
CHEMBL3900422,active,8.602059991327963,495.60100000000017,3.304300000000003,3,5
CHEMBL3932562,active,8.327902142064282,549.6090000000003,2.3284,5,7
CHEMBL3944931,active,7.387216143280264,925.1430000000003,5.504800000000011,4,9
CHEMBL3951740,active,7.468521082957745,910.1280000000003,6.0840000000000085,3,8
CHEMBL3958969,active,7.142667503568731,543.6020000000002,1.3117000000000005,4,8
CHEMBL3960452,active,7.585026652029182,883.0580000000003,6.080400000000007,4,8
CHEMBL396296,inactive,4.823908740944319,616.6390000000004,0.4167000000000039,7,12
CHEMBL3971135,active,7.443697499232712,534.5940000000003,2.9076000000000004,4,6
CHEMBL3971551,active,6.292429823902063,480.5860000000002,3.8835000000000024,2,4
CHEMBL40143,active,6.920818753952375,481.42700000000013,3.177600000000001,2,6
CHEMBL4088630,active,9.045757490560677,360.45700000000005,1.0852999999999997,2,6
CHEMBL4097165,inactive,4.721246399047171,381.3100000000001,2.1695999999999995,3,4
CHEMBL415482,active,9.0,433.4860000000001,0.9923999999999997,2,6
CHEMBL416173,active,6.410050398674292,509.42200000000014,4.274020000000003,2,5
CHEMBL418737,active,6.0670191780768015,529.4120000000004,4.132120000000002,2,5
CHEMBL4202778,inactive,4.473660722610156,853.1419999999999,9.331640000000002,4,5
CHEMBL4202989,inactive,4.083019952679618,681.6930000000001,7.1957000000000075,3,4
CHEMBL4203206,inactive,4.316052869248487,861.068,8.993000000000002,4,5
CHEMBL4203717,inactive,4.238072161579471,885.1400000000001,8.732000000000005,4,7
CHEMBL420657,active,9.045757490560677,480.6080000000001,2.3691000000000004,3,7
CHEMBL4206592,inactive,4.737074530668169,440.4510000000002,4.425000000000003,4,6
CHEMBL4206821,inactive,4.018181392829336,602.7970000000001,6.4332000000000065,3,4
CHEMBL4206886,inactive,4.27083521030723,825.088,8.714800000000006,4,5
CHEMBL4206956,inactive,4.607478910068068,484.55100000000016,7.452000000000009,3,4
CHEMBL4207046,inactive,4.7447274948966935,427.5470000000001,4.131700000000003,1,5
CHEMBL4207542,inactive,4.679853713888946,853.1420000000002,9.331640000000002,4,5
CHEMBL4208646,inactive,4.533577277566208,554.5070000000003,5.370100000000006,5,10
CHEMBL4210206,active,6.920818753952375,365.454,4.561300000000003,2,4
CHEMBL4210262,inactive,4.440093374963888,632.8230000000002,6.441800000000007,3,5
CHEMBL4210975,inactive,4.262807357295263,885.1400000000001,8.732000000000005,4,7
CHEMBL4211189,inactive,4.139063379299906,620.7870000000001,6.5723000000000065,3,4
CHEMBL4211258,inactive,4.078833949362261,885.14,8.732000000000005,4,7
CHEMBL4211480,inactive,4.443576878628715,346.338,3.6662000000000017,2,5
CHEMBL4211708,inactive,4.250263684430939,885.14,8.732000000000006,4,7
CHEMBL4211771,inactive,4.031050319018657,982.8799999999995,10.239799999999994,4,5
CHEMBL4212208,inactive,4.301029995663981,481.51700000000005,5.021700000000004,1,5
CHEMBL4212449,inactive,4.176525770829699,861.068,8.993000000000002,4,5
CHEMBL421295,active,8.277366077466187,271.272,2.4553000000000007,4,4
CHEMBL4213048,inactive,4.427593132441944,554.5070000000004,5.370100000000007,5,10
CHEMBL4213804,inactive,4.458420756053419,853.142,9.331640000000002,4,5
CHEMBL4213983,inactive,4.844663962534939,454.5000000000002,4.228000000000002,2,5
CHEMBL4214269,active,6.080921907623926,350.439,5.140500000000004,1,3
CHEMBL4214436,inactive,4.357535479757878,885.14,8.732000000000006,4,7
CHEMBL4215930,inactive,4.287350298372789,853.1420000000002,9.331640000000002,4,5
CHEMBL4216008,inactive,4.610833915635467,513.5150000000002,3.7033000000000023,1,6
CHEMBL4216154,inactive,4.562249437179612,853.1419999999999,9.331640000000002,4,5
CHEMBL4216220,inactive,4.614393726401688,825.088,8.714800000000006,4,5
CHEMBL4216342,inactive,4.594653639824291,556.5230000000004,5.303200000000007,5,10
CHEMBL421666,inactive,4.376750709602099,330.41200000000003,5.215600000000003,1,3
CHEMBL4218730,inactive,4.284832642151542,885.14,8.732000000000005,4,7
CHEMBL4238489,active,6.280668713016274,497.4640000000002,0.39650000000000085,3,9
CHEMBL4241167,active,6.616184634019569,539.5260000000002,1.3204999999999996,3,9
CHEMBL4245382,active,6.790484985457369,539.5260000000002,1.3204999999999998,3,9
CHEMBL4249544,active,6.411168274405792,497.4640000000002,0.39650000000000085,3,9
CHEMBL427616,active,9.30102999566398,499.56700000000023,0.6631000000000011,2,8
CHEMBL4279699,active,6.2839966563652006,611.7390000000005,0.3716000000000031,6,9
CHEMBL4282849,active,6.055517327849831,765.8600000000002,2.000700000000003,3,13
CHEMBL4285334,inactive,4.795880017344075,313.36,4.482200000000002,2,2
CHEMBL4286237,active,6.050609993355087,550.6300000000001,1.0513000000000003,4,8
CHEMBL4291027,active,7.494850021680094,737.8500000000003,2.0840000000000023,3,12
CHEMBL4303669,inactive,4.2839966563652006,272.09,-1.1154000000000002,5,4
CHEMBL431268,active,7.301029995663981,469.6510000000002,2.9219999999999997,4,4
CHEMBL434567,active,6.368556230986828,413.4740000000002,2.0448000000000004,2,5
CHEMBL435690,active,8.698970004336019,459.3000000000002,1.7078999999999998,3,6
CHEMBL436324,active,7.853871964321762,353.4,-0.4433999999999987,3,6
CHEMBL436326,active,7.585026652029182,566.2500000000001,2.815200000000001,2,6
CHEMBL437017,active,8.167491087293763,419.4590000000001,0.9498999999999999,2,6
CHEMBL438832,inactive,4.221125527997261,416.44000000000017,2.9239000000000015,2,7
CHEMBL439944,active,8.619788758288394,329.4410000000001,1.0670999999999995,4,4
CHEMBL440498,active,9.958607314841776,425.8900000000002,3.2082000000000015,2,6
CHEMBL441662,active,8.431798275933005,402.53800000000007,2.2556000000000003,2,6
CHEMBL442057,active,6.431798275933005,360.4320000000001,1.5558999999999994,2,6
CHEMBL4436740,inactive,4.1938200260161125,435.36200000000014,1.9582199999999998,3,5
CHEMBL4442617,active,8.903089986991944,828.9260000000003,2.9654000000000016,8,10
CHEMBL4444377,active,9.040958607678906,369.44200000000006,2.5342000000000002,2,4
CHEMBL4448558,active,7.327902142064282,388.445,2.3867000000000003,3,5
CHEMBL4450729,inactive,4.3872161432802645,435.3620000000001,2.1327,3,5
CHEMBL445971,active,7.096910013008056,399.51500000000016,2.7395000000000014,1,6
CHEMBL4461597,active,9.119186407719209,414.31000000000006,4.108200000000003,2,4
CHEMBL4466038,active,8.060480747381382,999.1380000000003,2.7582000000000066,10,12
CHEMBL446702,active,8.309803919971486,463.51100000000014,3.5752200000000025,1,5
CHEMBL448246,active,6.795880017344075,293.363,2.6893000000000002,2,3
CHEMBL45162,active,8.096910013008056,572.7490000000003,5.118400000000004,2,7
CHEMBL4517346,active,6.356547323513812,360.46400000000006,4.285620000000002,2,7
CHEMBL4518217,active,7.853871964321762,1235.3200000000004,4.999800000000006,6,16
CHEMBL451902,inactive,4.583692412940118,552.4910000000003,5.4370000000000065,5,10
CHEMBL452083,active,6.823908740944319,349.4310000000001,1.0176999999999996,4,4
CHEMBL4522121,active,7.455931955649724,551.6210000000003,3.813100000000002,4,7
CHEMBL4531635,active,6.2839966563652006,418.47100000000006,2.8831000000000016,3,6
CHEMBL4535400,active,9.913640169325252,433.44200000000006,2.2949,3,7
CHEMBL45357,active,8.154901959985743,344.43300000000005,1.6258999999999995,2,5
CHEMBL4580198,active,6.180456064458131,397.9060000000001,4.882500000000004,3,4
CHEMBL4584813,active,8.67778070526608,1405.532,4.7926000000000135,8,18
CHEMBL4585243,active,6.337242168318426,505.5710000000005,3.5969000000000024,1,7
CHEMBL4585478,active,7.657577319177793,299.34799999999996,1.1429999999999996,2,5
CHEMBL458649,active,7.84163750790475,472.60700000000014,3.7169000000000016,3,5
CHEMBL4589438,inactive,4.853871964321762,401.8100000000001,1.7672999999999999,3,5
CHEMBL4632444,inactive,4.167491087293763,341.41400000000004,4.801200000000003,2,2
CHEMBL4632565,inactive,4.560746275982102,355.44100000000003,5.109620000000003,2,2
CHEMBL4633293,active,7.327902142064282,396.434,3.2383000000000006,2,4
CHEMBL4633399,inactive,4.838631997765025,420.31000000000006,5.563700000000003,2,2
CHEMBL4635076,inactive,5.0,318.13,3.9006000000000016,1,3
CHEMBL4635438,inactive,4.684029654543083,331.16900000000004,3.7790000000000026,1,3
CHEMBL4636104,inactive,4.423658649794207,355.44100000000003,4.5108200000000025,2,2
CHEMBL4636483,inactive,4.546681659952962,327.38700000000006,4.790620000000003,2,2
CHEMBL4637645,active,7.221848749616356,380.43500000000006,3.6198000000000023,2,3
CHEMBL4637824,inactive,4.939302159646388,420.31000000000006,5.563700000000003,2,2
CHEMBL4638748,inactive,4.221848749616356,355.44100000000003,5.109620000000003,2,2
CHEMBL4639311,inactive,4.838631997765025,372.38400000000007,4.698820000000003,2,4
CHEMBL4639945,inactive,4.236572006437063,434.33700000000005,5.953800000000004,2,2
CHEMBL4640215,inactive,4.698970004336019,373.3680000000001,4.963720000000003,1,5
CHEMBL4640244,inactive,4.366531544420414,355.4410000000001,5.1913000000000045,2,2
CHEMBL4640667,inactive,4.494850021680094,392.25600000000003,5.2447000000000035,2,2
CHEMBL4640970,inactive,4.221848749616356,355.44100000000003,5.109620000000003,2,2
CHEMBL4642399,inactive,4.657577319177793,253.26100000000002,3.4465200000000014,1,3
CHEMBL4643048,active,7.585026652029182,410.461,3.628400000000001,2,4
CHEMBL4643922,inactive,4.3872161432802645,392.25600000000003,5.244700000000002,2,2
CHEMBL4644146,inactive,4.413412695328245,369.468,5.499720000000004,2,2
CHEMBL4645291,inactive,4.436518914605589,253.26100000000002,3.4465200000000014,1,3
CHEMBL4646265,inactive,4.663540266151471,288.14799999999997,3.574600000000001,2,2
CHEMBL4646530,inactive,4.494850021680094,229.19500000000002,2.7311000000000005,1,4
CHEMBL4647123,inactive,4.97061622231479,372.38400000000007,4.698820000000003,2,4
CHEMBL4647266,inactive,4.537602002101044,341.41400000000004,4.801200000000003,2,2
CHEMBL4647857,inactive,4.568636235841013,317.142,3.6906000000000017,2,2
CHEMBL4648156,inactive,4.7447274948966935,254.245,3.7114200000000013,0,4
CHEMBL464825,active,6.6020599913279625,422.3420000000001,-0.7165000000000005,8,11
CHEMBL4648603,active,6.910094888560602,366.408,3.229700000000001,2,3
CHEMBL472915,active,6.443697499232712,440.45600000000013,1.0168999999999997,3,7
CHEMBL473361,inactive,4.247951552180561,239.23400000000004,3.1381000000000006,1,3
CHEMBL473539,active,9.585026652029182,422.5280000000001,2.8689999999999998,2,6
