action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,exclusion_reason,ic50_nM,smiles,measurement_class
,320818,16323765,[],CHEMBL3707542,"Enzyme Assay: The molecules are tested in dose-response studies on the following enzymes MMP1, MMP3, MMP9, ADAMS and ADAM10 according to the same protocol as that described for the TACE enzyme in example 28 but with different substrates (MMP R&D system reference: P126-990 and ADAM R&D system reference: ES003).",B,,,BAO_0000190,BAO_0000357,single protein format,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)C1C(=O)NO,,,CHEMBL3639220,,2015.0,"{'bei': '17.10', 'le': '0.36', 'lle': '6.64', 'sei': '6.10'}",,CHEMBL3392650,,CHEMBL3392650,7.09,0,http://www.openphacts.org/units/Nanomolar,2582458,=,37,1,=,,IC50,nM,,82.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,82.0,,82.0,CC1(C)SCCN(S(=O)(=O)c2ccc(OCC#CCO)cc2)C1C(=O)NO,active
,,16435224,[],CHEMBL3756240,"Inhibition of human MMP9 using (7-methoxycoumarin-4-yl) acetyl pro-Leu-Gly-Leu-[3-(2,4-dinitrophenyl)-L-2,3-diamino-propionyl]-Ala-Arg-NH2 as substrate preincubated for 30 mins followed by substrate addition by microplate reader analysis",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,,,CHEMBL3751799,Bioorg Med Chem,2016.0,"{'bei': '20.16', 'le': '0.42', 'lle': '5.25', 'sei': '7.13'}",,CHEMBL3752564,,CHEMBL3752564,8.05,0,http://www.openphacts.org/units/Nanomolar,2745929,=,1,1,=,,IC50,nM,,8.85,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,8.85,,8.85,COc1ccc(-c2ccc(S(=O)(=O)NC(C(C)C)P(=O)(O)O)cc2)cc1,active
,,16435225,[],CHEMBL3756240,"Inhibition of human MMP9 using (7-methoxycoumarin-4-yl) acetyl pro-Leu-Gly-Leu-[3-(2,4-dinitrophenyl)-L-2,3-diamino-propionyl]-Ala-Arg-NH2 as substrate preincubated for 30 mins followed by substrate addition by microplate reader analysis",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,,,CHEMBL3751799,Bioorg Med Chem,2016.0,"{'bei': '17.92', 'le': '0.38', 'lle': '4.59', 'sei': '6.85'}",,CHEMBL3754243,,CHEMBL3754243,7.73,0,http://www.openphacts.org/units/Nanomolar,2745930,=,1,1,=,,IC50,nM,,18.5,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,18.5,,18.5,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,active
,,16435226,[],CHEMBL3756240,"Inhibition of human MMP9 using (7-methoxycoumarin-4-yl) acetyl pro-Leu-Gly-Leu-[3-(2,4-dinitrophenyl)-L-2,3-diamino-propionyl]-Ala-Arg-NH2 as substrate preincubated for 30 mins followed by substrate addition by microplate reader analysis",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(F)nc2)cc1)P(=O)(O)O,,,CHEMBL3751799,Bioorg Med Chem,2016.0,"{'bei': '16.49', 'le': '0.35', 'lle': '4.08', 'sei': '5.49'}",,CHEMBL3752747,,CHEMBL3752747,6.41,0,http://www.openphacts.org/units/Nanomolar,2745931,=,1,1,=,,IC50,nM,,393.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,393.0,,393.0,CC(C)C(NS(=O)(=O)c1ccc(-c2ccc(F)nc2)cc1)P(=O)(O)O,active
,,16435228,[],CHEMBL3756240,"Inhibition of human MMP9 using (7-methoxycoumarin-4-yl) acetyl pro-Leu-Gly-Leu-[3-(2,4-dinitrophenyl)-L-2,3-diamino-propionyl]-Ala-Arg-NH2 as substrate preincubated for 30 mins followed by substrate addition by microplate reader analysis",B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C(N(Cc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,,,CHEMBL3751799,Bioorg Med Chem,2016.0,"{'bei': '13.45', 'le': '0.27', 'lle': '1.97', 'sei': '6.74'}",,CHEMBL3754302,,CHEMBL3754302,7.02,0,http://www.openphacts.org/units/Nanomolar,2745933,=,1,1,=,,IC50,nM,,96.4,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,96.4,,96.4,CC(C)C(N(Cc1ccccc1)S(=O)(=O)c1ccc(-c2ccc(OCCF)cc2)cc1)P(=O)(O)O,active
,,16435230,[],CHEMBL3756240,"Inhibition of human MMP9 using (7-methoxycoumarin-4-yl) acetyl pro-Leu-Gly-Leu-[3-(2,4-dinitrophenyl)-L-2,3-diamino-propionyl]-Ala-Arg-NH2 as substrate preincubated for 30 mins followed by substrate addition by microplate reader analysis",B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](CCCCCF)P(=O)(O)O)cc2)cc1,,,CHEMBL3751799,Bioorg Med Chem,2016.0,"{'bei': '17.33', 'le': '0.36', 'lle': '4.05', 'sei': '6.84'}",,CHEMBL3751997,,CHEMBL3751997,7.72,0,http://www.openphacts.org/units/Nanomolar,2745935,=,1,1,=,,IC50,nM,,19.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,19.0,,19.0,COc1ccc(-c2ccc(S(=O)(=O)N[C@@H](CCCCCF)P(=O)(O)O)cc2)cc1,active
,,16444395,[],CHEMBL3756033,Inhibition of recombinant human MMP9 after 2 hrs using FS-6 as substrate by fluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CN([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL3751806,Eur J Med Chem,2016.0,"{'bei': '20.46', 'le': '0.40', 'lle': '4.75', 'sei': '9.54'}",,CHEMBL3754094,,CHEMBL3754094,8.28,0,http://www.openphacts.org/units/Nanomolar,2745203,=,1,1,=,,IC50,nM,,5.3,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,0.0053,,5.3,CC(C)CN([C@@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,active
,,16444396,[],CHEMBL3756033,Inhibition of recombinant human MMP9 after 2 hrs using FS-6 as substrate by fluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,,,CHEMBL3751806,Eur J Med Chem,2016.0,"{'bei': '14.31', 'le': '0.28', 'lle': '3.06', 'sei': '4.80'}",,CHEMBL3753984,,CHEMBL3753984,4.58,0,http://www.openphacts.org/units/Nanomolar,2745204,=,1,1,=,,IC50,nM,,26000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,26.0,,26000.0,O=C(CCNS(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,inactive
,,16444399,[],CHEMBL3756033,Inhibition of recombinant human MMP9 after 2 hrs using FS-6 as substrate by fluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)NO)c1ccc(Oc2ccccc2)cc1,,,CHEMBL3751806,Eur J Med Chem,2016.0,"{'bei': '11.07', 'le': '0.20', 'lle': '2.32', 'sei': '4.07'}",,CHEMBL3752374,,CHEMBL3752374,5.09,0,http://www.openphacts.org/units/Nanomolar,2745207,=,1,1,=,,IC50,nM,,8200.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,8.2,,8200.0,O=C(N[C@H](CCN1C(=O)c2ccccc2C1=O)C(=O)NO)c1ccc(Oc2ccccc2)cc1,intermediate
,,16444400,[],CHEMBL3756033,Inhibition of recombinant human MMP9 after 2 hrs using FS-6 as substrate by fluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Br)s1,,,CHEMBL3751806,Eur J Med Chem,2016.0,"{'bei': '13.95', 'le': '0.37', 'lle': '3.86', 'sei': '5.43'}",,CHEMBL3754100,,CHEMBL3754100,5.21,0,http://www.openphacts.org/units/Nanomolar,2745208,=,1,1,=,,IC50,nM,,6200.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,6.2,,6200.0,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(Br)s1,intermediate
,,16444447,[],CHEMBL3756033,Inhibition of recombinant human MMP9 after 2 hrs using FS-6 as substrate by fluorometry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC23CC4CC(CC(C4)C2)C3)cc1,,,CHEMBL3751806,Eur J Med Chem,2016.0,"{'bei': '13.88', 'le': '0.28', 'lle': '3.61', 'sei': '5.42'}",,CHEMBL3752513,,CHEMBL3752513,5.70,0,http://www.openphacts.org/units/Nanomolar,2745210,=,1,1,=,,IC50,nM,,2000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,2.0,,2000.0,COc1ccc(S(=O)(=O)N(CC(=O)NO)OC23CC4CC(CC(C4)C2)C3)cc1,intermediate
,,16457899,[],CHEMBL3761870,Inhibition of full length human recombinant MMP9 using MCA-Arg-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-Glu-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorescence assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,,,CHEMBL3758105,J Med Chem,2016.0,"{'bei': '15.09', 'le': '0.30', 'lle': '5.21', 'sei': '3.91'}",,CHEMBL279785,MARIMASTAT,CHEMBL279785,5.00,0,http://www.openphacts.org/units/Nanomolar,2748504,=,1,1,=,,IC50,nM,,10000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,pIC50,,UO_0000065,,5.0,,10000.0,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,inactive
,,16486091,[],CHEMBL3773751,Inhibition of recombinant human MMP-9 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate after 3 hrs by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@@H](NC(=O)[C@H](CCCc1ccccc1)[C@H](C)N(O)C=O)C(C)(C)C,,,CHEMBL3769331,Eur J Med Chem,2016.0,"{'bei': '21.18', 'le': '0.40', 'lle': '6.15', 'sei': '8.40'}",,CHEMBL1229516,,CHEMBL1229516,8.29,0,http://www.openphacts.org/units/Nanomolar,2761124,=,1,1,=,,IC50,nM,,5.1,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,5.1,,5.1,CNC(=O)[C@@H](NC(=O)[C@H](CCCc1ccccc1)[C@H](C)N(O)C=O)C(C)(C)C,active
,,16486092,[],CHEMBL3773751,Inhibition of recombinant human MMP-9 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate after 3 hrs by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N2CSC[C@@H]2C(=O)NO)CC1,,,CHEMBL3769331,Eur J Med Chem,2016.0,"{'bei': '11.23', 'le': '0.23', 'lle': '4.51', 'sei': '3.95'}",,CHEMBL3770935,,CHEMBL3770935,4.62,0,http://www.openphacts.org/units/Nanomolar,2761123,=,1,1,=,,IC50,nM,,24000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,24000.0,,24000.0,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N2CSC[C@@H]2C(=O)NO)CC1,inactive
,,16486093,[],CHEMBL3773751,Inhibition of recombinant human MMP-9 using Mca-Lys-Pro-Leu-Gly-Leu-Dap(Dnp)-Ala-Arg-NH2 as substrate after 3 hrs by fluorometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N[C@H](CCCNC(=O)OCc2ccccc2)C(=O)NO)CC1,,,CHEMBL3769331,Eur J Med Chem,2016.0,"{'bei': '9.82', 'le': '0.19', 'lle': '3.95', 'sei': '3.26'}",,CHEMBL3770688,,CHEMBL3770688,5.35,0,http://www.openphacts.org/units/Nanomolar,2761122,=,1,1,=,,IC50,nM,,4500.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,4500.0,,4500.0,Cc1cc(C#N)ccc1N1CCN(S(=O)(=O)N[C@H](CCCNC(=O)OCc2ccccc2)C(=O)NO)CC1,intermediate
,,16549267,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1N)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '12.51', 'le': '0.23', 'lle': '2.59', 'sei': '4.49'}",,CHEMBL3792916,,CHEMBL3792916,5.80,0,http://www.openphacts.org/units/Nanomolar,2772237,=,1,1,=,,IC50,nM,,1579.01,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,1579.01,,1579.01,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1N)CC(C)C,intermediate
,,16549277,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '23.84', 'le': '0.45', 'lle': '7.76', 'sei': '7.51'}",,CHEMBL19611,ILOMASTAT,CHEMBL19611,9.26,0,http://www.openphacts.org/units/Nanomolar,2772245,=,1,1,=,,IC50,nM,,0.55,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.55,,0.55,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,active
,,16549289,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(F)cc1N)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '16.84', 'le': '0.32', 'lle': '4.76', 'sei': '6.28'}",,CHEMBL3792842,,CHEMBL3792842,8.11,0,http://www.openphacts.org/units/Nanomolar,2772238,=,1,1,=,,IC50,nM,,7.75,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7.75,,7.75,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(F)cc1N)CC(C)C,active
,,16549298,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(C)cc1N)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '10.76', 'le': '0.20', 'lle': '1.62', 'sei': '3.98'}",,CHEMBL3794076,,CHEMBL3794076,5.14,0,http://www.openphacts.org/units/Nanomolar,2772241,=,1,1,=,,IC50,nM,,7297.04,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7297.04,,7297.04,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(C)cc1N)CC(C)C,intermediate
,,16549301,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(Br)cc1N)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '13.94', 'le': '0.30', 'lle': '3.58', 'sei': '5.86'}",,CHEMBL3793480,,CHEMBL3793480,7.56,0,http://www.openphacts.org/units/Nanomolar,2772242,=,1,1,=,,IC50,nM,,27.32,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,27.32,,27.32,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccc(Br)cc1N)CC(C)C,active
,,16549304,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1NC(C)=O)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '13.47', 'le': '0.25', 'lle': '3.22', 'sei': '5.15'}",,CHEMBL3794512,,CHEMBL3794512,6.81,0,http://www.openphacts.org/units/Nanomolar,2772243,=,1,1,=,,IC50,nM,,155.19,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,155.19,,155.19,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1ccccc1NC(C)=O)CC(C)C,active
,,16549307,[],CHEMBL3796470,Inhibition of human recombinant MMP9 using Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2 as substrate preincubated for 60 mins followed by substrate addition by fluorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1cccc(N)c1)CC(C)C,,,CHEMBL3792275,Bioorg Med Chem Lett,2016.0,"{'bei': '16.97', 'le': '0.32', 'lle': '4.66', 'sei': '6.09'}",,CHEMBL3792940,,CHEMBL3792940,7.87,0,http://www.openphacts.org/units/Nanomolar,2772244,=,1,1,=,,IC50,nM,,13.52,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,13.52,,13.52,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)Nc1cccc(N)c1)CC(C)C,active
,,16645636,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)Nc1ccccc1,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '12.24', 'le': '0.24', 'lle': '1.87', 'sei': '4.77'}",,CHEMBL3827735,,CHEMBL3827735,5.37,0,http://www.openphacts.org/units/Nanomolar,2788470,=,1,1,=,,IC50,nM,,4282.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,4282.0,,4282.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)Nc1ccccc1,intermediate
,,16645637,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NC1CCCCC1,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '13.94', 'le': '0.27', 'lle': '2.89', 'sei': '5.50'}",,CHEMBL3827615,,CHEMBL3827615,6.20,0,http://www.openphacts.org/units/Nanomolar,2788469,=,1,1,=,,IC50,nM,,636.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,636.0,,636.0,O=C(CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O)NC1CCCCC1,active
,,16645638,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '11.71', 'le': '0.23', 'lle': '1.67', 'sei': '4.65'}",,CHEMBL3827453,,CHEMBL3827453,5.23,0,http://www.openphacts.org/units/Nanomolar,2788468,=,1,1,=,,IC50,nM,,5882.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,5882.0,,5882.0,CCCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,intermediate
,,16645639,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '12.12', 'le': '0.24', 'lle': '2.07', 'sei': '4.66'}",,CHEMBL3827162,,CHEMBL3827162,5.24,0,http://www.openphacts.org/units/Nanomolar,2788467,=,1,1,=,,IC50,nM,,5715.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,5715.0,,5715.0,CCCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,intermediate
,,16645640,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '12.12', 'le': '0.24', 'lle': '2.29', 'sei': '4.50'}",,CHEMBL3828527,,CHEMBL3828527,5.07,0,http://www.openphacts.org/units/Nanomolar,2788466,=,1,1,=,,IC50,nM,,8500.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,8500.0,,8500.0,CC(C)(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,intermediate
,,16645641,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '12.16', 'le': '0.24', 'lle': '2.45', 'sei': '4.52'}",,CHEMBL3827640,,CHEMBL3827640,5.09,0,http://www.openphacts.org/units/Nanomolar,2788465,=,1,1,=,,IC50,nM,,8170.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,8170.0,,8170.0,CC(C)CNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,intermediate
,,16645642,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '14.68', 'le': '0.29', 'lle': '3.37', 'sei': '5.46'}",,CHEMBL3827250,,CHEMBL3827250,6.15,0,http://www.openphacts.org/units/Nanomolar,2788464,=,1,1,=,,IC50,nM,,714.9,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,714.9,,714.9,CCCCNC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,active
,,16645643,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '12.68', 'le': '0.25', 'lle': '2.74', 'sei': '4.56'}",,CHEMBL3827781,,CHEMBL3827781,5.13,0,http://www.openphacts.org/units/Nanomolar,2788463,=,1,1,=,,IC50,nM,,7407.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7407.0,,7407.0,CC(C)NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,intermediate
,,16654565,[],CHEMBL3830611,Inhibition of human recombinant MMP9 by colorimetric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,,,CHEMBL3826960,Bioorg Med Chem,2016.0,"{'bei': '14.15', 'le': '0.28', 'lle': '3.78', 'sei': '4.05'}",,CHEMBL3827869,,CHEMBL3827869,5.13,0,http://www.openphacts.org/units/Nanomolar,2788459,=,1,1,=,,IC50,nM,,7432.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7432.0,,7432.0,NC(=O)CC[C@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,intermediate
