action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value,exclusion_reason,ic50_nM,smiles,measurement_class
,,2588658,[],CHEMBL963052,Inhibition of human recombinant pro-MMP9 by spectrofluorimeter,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)/C(=C/CCc1ccccc1)CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,,,CHEMBL1152126,Bioorg Med Chem,2008.0,"{'bei': '7.43', 'le': '0.15', 'lle': '-0.92', 'sei': '4.08'}",,CHEMBL509346,,CHEMBL509346,6.08,0,http://www.openphacts.org/units/Nanomolar,726302,=,1,1,=,,IC50,nM,,827.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,827.0,,827.0,CNC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)/C(=C/CCc1ccccc1)CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1,active
,,2588659,[],CHEMBL963052,Inhibition of human recombinant pro-MMP9 by spectrofluorimeter,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)CC(C)C,,,CHEMBL1152126,Bioorg Med Chem,2008.0,"{'bei': '10.21', 'le': '0.21', 'lle': '1.64', 'sei': '5.19'}",,CHEMBL502674,,CHEMBL502674,7.75,0,http://www.openphacts.org/units/Nanomolar,726303,=,1,1,=,,IC50,nM,,18.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,18.0,,18.0,CNC(=O)[C@H](Cc1c(-c2ccccc2)[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)CC(C)C,active
,,2625834,[],CHEMBL1008373,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CC1CN[C@H](C(=O)N2CCC(c3ccccc3)C2)[C@@H](C(=O)NO)C1)NCCCCCNC(=O)OCc1ccccc1,,,CHEMBL1136955,Bioorg Med Chem Lett,2009.0,"{'bei': '9.68', 'le': '0.18', 'lle': '3.04', 'sei': '3.85'}",,CHEMBL445717,,CHEMBL445717,5.75,0,http://www.openphacts.org/units/Nanomolar,785561,=,1,1,=,,IC50,nM,,1788.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,1788.0,,1788.0,O=C(CC1CN[C@H](C(=O)N2CCC(c3ccccc3)C2)[C@@H](C(=O)NO)C1)NCCCCCNC(=O)OCc1ccccc1,intermediate
,,2625838,[],CHEMBL1008373,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1CC2(CC[C@@H]1C(=O)N1CCN(c3ccccc3)CC1)CC2,,,CHEMBL1136955,Bioorg Med Chem Lett,2009.0,"{'bei': '17.45', 'le': '0.33', 'lle': '4.20', 'sei': '8.56'}",,CHEMBL521719,,CHEMBL521719,6.24,0,http://www.openphacts.org/units/Nanomolar,785642,=,1,1,=,,IC50,nM,,577.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,577.0,,577.0,O=C(NO)[C@H]1CC2(CC[C@@H]1C(=O)N1CCN(c3ccccc3)CC1)CC2,active
,,2625839,[],CHEMBL1008373,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1CC(CC(=O)N2CCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,,,CHEMBL1136955,Bioorg Med Chem Lett,2009.0,"{'bei': '13.20', 'le': '0.25', 'lle': '3.95', 'sei': '6.27'}",,CHEMBL523076,,CHEMBL523076,5.84,0,http://www.openphacts.org/units/Nanomolar,785714,=,1,1,=,,IC50,nM,,1443.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,1443.0,,1443.0,O=C(NO)[C@H]1CC(CC(=O)N2CCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,intermediate
,,2625840,[],CHEMBL1008373,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1CC(CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,,,CHEMBL1136955,Bioorg Med Chem Lett,2009.0,"{'bei': '12.54', 'le': '0.24', 'lle': '3.45', 'sei': '6.15'}",,CHEMBL497026,,CHEMBL497026,5.73,0,http://www.openphacts.org/units/Nanomolar,785715,=,1,1,=,,IC50,nM,,1876.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,1876.0,,1876.0,O=C(NO)[C@H]1CC(CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,intermediate
,,2625841,[],CHEMBL1008373,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(C(=O)CC2CC[C@H](C(=O)N3CCN(c4ccccc4)CC3)[C@@H](C(=O)NO)C2)CC1,,,CHEMBL1136955,Bioorg Med Chem Lett,2009.0,"{'bei': '11.88', 'le': '0.23', 'lle': '4.56', 'sei': '5.81'}",,CHEMBL497222,,CHEMBL497222,5.60,0,http://www.openphacts.org/units/Nanomolar,785716,=,1,1,=,,IC50,nM,,2500.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,2500.0,,2500.0,CN1CCN(C(=O)CC2CC[C@H](C(=O)N3CCN(c4ccccc4)CC3)[C@@H](C(=O)NO)C2)CC1,intermediate
,,2625842,[],CHEMBL1008373,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)[C@H]1C[C@@H](CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,,,CHEMBL1136955,Bioorg Med Chem Lett,2009.0,"{'bei': '13.50', 'le': '0.26', 'lle': '3.89', 'sei': '6.62'}",,CHEMBL496628,,CHEMBL496628,6.17,0,http://www.openphacts.org/units/Nanomolar,785794,=,1,1,=,,IC50,nM,,683.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,683.0,,683.0,O=C(NO)[C@H]1C[C@@H](CC(=O)N2CCCCC2)CC[C@@H]1C(=O)N1CCN(c2ccccc2)CC1,active
,,2630914,[],CHEMBL1008311,inhibition of human recombinant MMP9 catalytic domain,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(COc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C=O)CC3)cc2)c2ccccc2n1,,,CHEMBL1136975,Bioorg Med Chem Lett,2009.0,"{'bei': '10.18', 'le': '0.20', 'lle': '2.53', 'sei': '3.91'}",,CHEMBL495831,,CHEMBL495831,4.92,0,http://www.openphacts.org/units/Nanomolar,785102,=,1,1,=,,IC50,nM,,12000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,12000.0,,12000.0,Cc1cc(COc2ccc(S(=O)(=O)C3(C(=O)NO)CCN(C=O)CC3)cc2)c2ccccc2n1,inactive
,,2692709,[],CHEMBL1058824,Inhibition of human MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O,,,CHEMBL1152446,J Med Chem,2009.0,"{'bei': '15.03', 'le': '0.30', 'lle': '3.57', 'sei': '5.15'}",,CHEMBL550038,,CHEMBL550038,6.50,0,http://www.openphacts.org/units/Nanomolar,822080,=,1,1,=,,IC50,nM,,318.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,318.0,,318.0,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(N3CCOC3=O)cc12)C(=O)O,active
,,2923379,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '22.00', 'le': '0.43', 'lle': '5.73', 'sei': '8.92'}",,CHEMBL573715,,CHEMBL573715,9.10,0,http://www.openphacts.org/units/Nanomolar,848766,=,1,1,=,,IC50,nM,,0.8,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,0.8,,0.8,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,active
,,2923399,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)NO)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '17.40', 'le': '0.34', 'lle': '3.36', 'sei': '7.73'}",,CHEMBL572780,,CHEMBL572780,7.16,0,http://www.openphacts.org/units/Nanomolar,848725,=,1,1,=,,IC50,nM,,69.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,69.0,,69.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)NO)cc2)cc1,active
,,2923406,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '17.68', 'le': '0.34', 'lle': '3.79', 'sei': '7.58'}",,CHEMBL584365,,CHEMBL584365,7.03,0,http://www.openphacts.org/units/Nanomolar,848655,=,1,1,=,,IC50,nM,,94.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,94.0,,94.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)NO)cc2)cc1,active
,,2923407,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)c2ccccc2CC(=O)NO)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '21.81', 'le': '0.44', 'lle': '5.43', 'sei': '7.56'}",,CHEMBL573714,,CHEMBL573714,7.01,0,http://www.openphacts.org/units/Nanomolar,848765,=,1,1,=,,IC50,nM,,98.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,98.0,,98.0,COc1ccc(S(=O)(=O)c2ccccc2CC(=O)NO)cc1,active
,,2923425,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '17.71', 'le': '0.34', 'lle': '3.28', 'sei': '7.80'}",,CHEMBL574370,,CHEMBL574370,6.51,0,http://www.openphacts.org/units/Nanomolar,848643,=,1,1,=,,IC50,nM,,310.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,310.0,,310.0,O=C(Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1)NO,active
,,2923427,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C(=O)NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '16.96', 'le': '0.33', 'lle': '2.67', 'sei': '7.75'}",,CHEMBL574605,,CHEMBL574605,6.47,0,http://www.openphacts.org/units/Nanomolar,848688,=,1,1,=,,IC50,nM,,340.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,340.0,,340.0,CC(C(=O)NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,active
,,2923432,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '15.99', 'le': '0.31', 'lle': '2.95', 'sei': '6.27'}",,CHEMBL584122,,CHEMBL584122,6.39,0,http://www.openphacts.org/units/Nanomolar,848724,=,1,1,=,,IC50,nM,,410.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,410.0,,410.0,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,active
,,2923433,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '16.00', 'le': '0.31', 'lle': '2.43', 'sei': '7.09'}",,CHEMBL579067,,CHEMBL579067,6.38,0,http://www.openphacts.org/units/Nanomolar,848735,=,1,1,=,,IC50,nM,,420.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,420.0,,420.0,COc1ccc(Oc2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,active
,,2923438,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccccc1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '16.68', 'le': '0.32', 'lle': '2.73', 'sei': '6.65'}",,CHEMBL575896,,CHEMBL575896,6.16,0,http://www.openphacts.org/units/Nanomolar,848723,=,1,1,=,,IC50,nM,,690.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,690.0,,690.0,O=C(NO)c1ccccc1S(=O)(=O)c1ccc(Oc2ccccc2)cc1,active
,,2923442,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '16.05', 'le': '0.31', 'lle': '2.32', 'sei': '7.61'}",,CHEMBL573936,,CHEMBL573936,6.14,0,http://www.openphacts.org/units/Nanomolar,848750,=,1,1,=,,IC50,nM,,730.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,730.0,,730.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,active
,,2923447,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '15.73', 'le': '0.31', 'lle': '2.72', 'sei': '6.51'}",,CHEMBL573934,,CHEMBL573934,6.03,0,http://www.openphacts.org/units/Nanomolar,848748,=,1,1,=,,IC50,nM,,930.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,930.0,,930.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,active
,,2923473,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '13.93', 'le': '0.27', 'lle': '1.14', 'sei': '6.85'}",,CHEMBL584147,,CHEMBL584147,5.52,0,http://www.openphacts.org/units/Nanomolar,848779,=,1,1,=,,IC50,nM,,3000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,3000.0,,3000.0,COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3C(C)C(=O)O)cc2)cc1,intermediate
,,2923487,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '14.58', 'le': '0.28', 'lle': '1.33', 'sei': '7.19'}",,CHEMBL573935,,CHEMBL573935,5.14,0,http://www.openphacts.org/units/Nanomolar,848749,=,1,1,=,,IC50,nM,,7300.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7300.0,,7300.0,O=C(O)Cc1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,intermediate
,,2923489,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '14.47', 'le': '0.28', 'lle': '1.80', 'sei': '6.13'}",,CHEMBL574589,,CHEMBL574589,5.11,0,http://www.openphacts.org/units/Nanomolar,848733,=,1,1,=,,IC50,nM,,7700.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,7700.0,,7700.0,O=C(NO)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,intermediate
,,2923500,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C(=O)O)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '12.82', 'le': '0.25', 'lle': '0.33', 'sei': '6.58'}",,CHEMBL579068,,CHEMBL579068,4.70,0,http://www.openphacts.org/units/Nanomolar,848778,=,1,1,=,,IC50,nM,,20000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,20000.0,,20000.0,CC(C(=O)O)c1ccccc1S(=O)(=O)c1ccc(-c2ccccc2)cc1,inactive
,,2923504,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(S(=O)(=O)c2ccccc2C(=O)NO)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '15.03', 'le': '0.30', 'lle': '2.97', 'sei': '4.98'}",,CHEMBL575895,,CHEMBL575895,4.62,0,http://www.openphacts.org/units/Nanomolar,848722,=,1,1,=,,IC50,nM,,24000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,24000.0,,24000.0,COc1ccc(S(=O)(=O)c2ccccc2C(=O)NO)cc1,inactive
,,2923513,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,C[S+]([O-])c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '9.95', 'le': '0.20', 'lle': '1.12', 'sei': '3.71'}",,CHEMBL576762,,CHEMBL576762,4.29,0,http://www.openphacts.org/units/Nanomolar,848732,=,1,1,=,,IC50,nM,,51000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,51000.0,,51000.0,C[S+]([O-])c1ccc(Oc2ccc(S(=O)(=O)c3ccccc3C(=O)NO)cc2)cc1,inactive
,,2923564,[],CHEMBL1045856,Inhibition of human recombinant MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,,,CHEMBL1155192,Bioorg Med Chem Lett,2009.0,"{'bei': '18.42', 'le': '0.34', 'lle': '1.86', 'sei': '8.65'}",,CHEMBL572982,,CHEMBL572982,4.98,0,http://www.openphacts.org/units/Nanomolar,849803,=,1,1,=,,IC50,nM,,10500.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,10.5,,10500.0,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,inactive
,,2923565,[],CHEMBL1045856,Inhibition of human recombinant MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,,,CHEMBL1155192,Bioorg Med Chem Lett,2009.0,"{'bei': '17.46', 'le': '0.32', 'lle': '1.60', 'sei': '8.20'}",,CHEMBL572982,,CHEMBL572982,4.72,0,http://www.openphacts.org/units/Nanomolar,849804,=,1,1,=,,IC50,nM,,19100.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,19.1,,19100.0,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,inactive
,,2923566,[],CHEMBL1045856,Inhibition of human recombinant MMP9,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,,,CHEMBL1155192,Bioorg Med Chem Lett,2009.0,"{'bei': '17.69', 'le': '0.33', 'lle': '1.66', 'sei': '8.31'}",,CHEMBL572982,,CHEMBL572982,4.78,0,http://www.openphacts.org/units/Nanomolar,849796,=,1,1,=,,IC50,nM,,16500.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,16.5,,16500.0,O=C(O)CC(O)CCc1ccc(-c2ccccc2)cc1,inactive
,,2923901,[],CHEMBL1042352,Inhibition of para-aminophenylmercuric acetate-activated human recombinant pro-MMP9 catalytic domain after 4 hrs by fluorimetry,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)ON([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,,,CHEMBL1154164,J Med Chem,2009.0,"{'bei': '11.80', 'le': '0.23', 'lle': '0.83', 'sei': '5.51'}",,CHEMBL575881,,CHEMBL575881,4.62,0,http://www.openphacts.org/units/Nanomolar,848599,=,1,1,=,,IC50,nM,,24000.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,nM,UO_0000065,,24000.0,,24000.0,CC(C)ON([C@@H](C(=O)O)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,inactive
,,3102499,[],CHEMBL1066259,Inhibition of human neutrophils gelatinase B after 30 mins by fluorescence plate reader,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,,,CHEMBL1159106,Bioorg Med Chem Lett,2010.0,"{'bei': '4.93', 'le': '0.09', 'lle': '-0.17', 'sei': '1.29'}",,CHEMBL290632,PROCYANIDIN C1,CHEMBL290632,4.27,0,http://www.openphacts.org/units/Nanomolar,885159,=,1,1,=,,IC50,nM,,53200.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,53.2,,53200.0,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2,inactive
,,3102501,[],CHEMBL1066259,Inhibition of human neutrophils gelatinase B after 30 mins by fluorescence plate reader,B,,,BAO_0000190,BAO_0000357,single protein format,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc2c(c1O)C[C@@H](O)[C@@H](c1ccc(O)c(O)c1)O2,,,CHEMBL1159106,Bioorg Med Chem Lett,2010.0,"{'bei': '5.27', 'le': '0.10', 'lle': '0.12', 'sei': '1.38'}",,CHEMBL592329,,CHEMBL592329,4.56,0,http://www.openphacts.org/units/Nanomolar,885160,=,1,1,=,,IC50,nM,,27300.0,CHEMBL321,Homo sapiens,Matrix metalloproteinase-9,9606,,,IC50,uM,UO_0000065,,27.3,,27300.0,Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc(O)c2c1O[C@H](c1ccc(O)c(O)c1)[C@H](O)[C@H]2c1c(O)cc2c(c1O)C[C@@H](O)[C@@H](c1ccc(O)c(O)c1)O2,inactive
