molecule_id,all_chembl_ids,smiles,ic50_nM,pic50,class,n_measurements,ic50_min,ic50_max,activity_ids,assay_ids
CHEMBL279785,CHEMBL279785,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)[C@H](O)C(=O)NO)C(C)(C)C,3.9000000000000004,8.4089353929735,active,6,1.5,10000.0,72191|194268|16457899|19272619|24786190|25534617,CHEMBL3761870|CHEMBL4407172|CHEMBL5130776|CHEMBL5342052|CHEMBL712040|CHEMBL714516
