seed,representation,model,candidate,validation_f1,n_train,n_test,n_features,accuracy,f1,sensitivity,specificity,precision,tn,fp,fn,tp
31,PaDEL,RandomForest,1,0.9387755102040817,730,183,1182,0.9453551912568307,0.9659863945578231,0.9861111111111112,0.7948717948717948,0.9466666666666667,31,8,2,142
32,PaDEL,RandomForest,1,0.9556313993174061,730,183,1182,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
33,PaDEL,RandomForest,0,0.9616724738675958,730,183,1182,0.9180327868852459,0.9488054607508533,0.9652777777777778,0.7435897435897436,0.9328859060402684,29,10,5,139
34,PaDEL,RandomForest,1,0.9530201342281879,730,183,1182,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
35,PaDEL,RandomForest,1,0.9484536082474226,730,183,1182,0.9617486338797814,0.9757785467128027,0.9791666666666666,0.8974358974358975,0.9724137931034482,35,4,3,141
36,PaDEL,RandomForest,0,0.9527027027027027,730,183,1182,0.9180327868852459,0.9477351916376306,0.9444444444444444,0.8205128205128205,0.951048951048951,32,7,8,136
37,PaDEL,RandomForest,0,0.9690721649484536,730,183,1179,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
38,PaDEL,RandomForest,1,0.9657534246575342,730,183,1182,0.9289617486338798,0.9559322033898305,0.9791666666666666,0.7435897435897436,0.9337748344370861,29,10,3,141
39,PaDEL,RandomForest,1,0.9583333333333334,730,183,1180,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
40,PaDEL,RandomForest,1,0.9488054607508533,730,183,1182,0.9234972677595629,0.9523809523809523,0.9722222222222222,0.7435897435897436,0.9333333333333333,29,10,4,140
41,PaDEL,RandomForest,0,0.9452054794520548,730,183,1182,0.9672131147540983,0.9794520547945206,0.9930555555555556,0.8717948717948718,0.9662162162162162,34,5,1,143
42,PaDEL,RandomForest,0,0.9614035087719298,730,183,1182,0.9453551912568307,0.9652777777777778,0.9652777777777778,0.8717948717948718,0.9652777777777778,34,5,5,139
43,PaDEL,RandomForest,1,0.9423728813559322,730,183,1179,0.9617486338797814,0.9757785467128027,0.9791666666666666,0.8974358974358975,0.9724137931034482,35,4,3,141
44,PaDEL,RandomForest,1,0.9627118644067797,730,183,1180,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
45,PaDEL,RandomForest,1,0.962457337883959,730,183,1182,0.9672131147540983,0.9794520547945206,0.9930555555555556,0.8717948717948718,0.9662162162162162,34,5,1,143
46,PaDEL,RandomForest,0,0.9559322033898305,730,183,1180,0.9180327868852459,0.9488054607508533,0.9652777777777778,0.7435897435897436,0.9328859060402684,29,10,5,139
47,PaDEL,RandomForest,1,0.9791666666666666,730,183,1182,0.9289617486338798,0.9550173010380623,0.9583333333333334,0.8205128205128205,0.9517241379310345,32,7,6,138
48,PaDEL,RandomForest,1,0.9403508771929825,730,183,1182,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
49,PaDEL,RandomForest,0,0.9565217391304348,730,183,1179,0.907103825136612,0.9407665505226481,0.9375,0.7948717948717948,0.9440559440559441,31,8,9,135
50,PaDEL,RandomForest,1,0.952054794520548,730,183,1182,0.9234972677595629,0.9517241379310345,0.9583333333333334,0.7948717948717948,0.9452054794520548,31,8,6,138
51,PaDEL,RandomForest,0,0.9553264604810997,730,183,1179,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
52,PaDEL,RandomForest,0,0.9694915254237289,730,183,1182,0.9234972677595629,0.9517241379310345,0.9583333333333334,0.7948717948717948,0.9452054794520548,31,8,6,138
53,PaDEL,RandomForest,1,0.9491525423728814,730,183,1182,0.9562841530054644,0.9727891156462585,0.9930555555555556,0.8205128205128205,0.9533333333333334,32,7,1,143
54,PaDEL,RandomForest,1,0.9553264604810997,730,183,1179,0.9453551912568307,0.9657534246575342,0.9791666666666666,0.8205128205128205,0.9527027027027027,32,7,3,141
55,PaDEL,RandomForest,0,0.9662162162162162,730,183,1180,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
56,PaDEL,RandomForest,0,0.9547038327526133,730,183,1179,0.9180327868852459,0.9484536082474226,0.9583333333333334,0.7692307692307693,0.9387755102040817,30,9,6,138
57,PaDEL,RandomForest,0,0.9423728813559322,730,183,1182,0.9289617486338798,0.9547038327526133,0.9513888888888888,0.8461538461538461,0.958041958041958,33,6,7,137
58,PaDEL,RandomForest,0,0.9547038327526133,730,183,1182,0.912568306010929,0.9459459459459459,0.9722222222222222,0.6923076923076923,0.9210526315789473,27,12,4,140
59,PaDEL,RandomForest,0,0.9491525423728814,730,183,1180,0.9562841530054644,0.972027972027972,0.9652777777777778,0.9230769230769231,0.9788732394366197,36,3,5,139
60,PaDEL,RandomForest,1,0.9488054607508533,730,183,1182,0.9617486338797814,0.976271186440678,1.0,0.8205128205128205,0.9536423841059603,32,7,0,144
61,PaDEL,RandomForest,1,0.9565217391304348,730,183,1180,0.9508196721311475,0.9690721649484536,0.9791666666666666,0.8461538461538461,0.9591836734693877,33,6,3,141
62,PaDEL,RandomForest,0,0.9655172413793104,730,183,1177,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
63,PaDEL,RandomForest,1,0.9556313993174061,730,183,1177,0.9508196721311475,0.9692832764505119,0.9861111111111112,0.8205128205128205,0.9530201342281879,32,7,2,142
64,PaDEL,RandomForest,0,0.9692832764505119,730,183,1179,0.9180327868852459,0.9477351916376306,0.9444444444444444,0.8205128205128205,0.951048951048951,32,7,8,136
65,PaDEL,RandomForest,1,0.9523809523809523,730,183,1179,0.9398907103825137,0.9614035087719298,0.9513888888888888,0.8974358974358975,0.9716312056737588,35,4,7,137
66,PaDEL,RandomForest,1,0.962457337883959,730,183,1182,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
67,PaDEL,RandomForest,0,0.9724137931034482,730,183,1182,0.9289617486338798,0.9556313993174061,0.9722222222222222,0.7692307692307693,0.9395973154362416,30,9,4,140
68,PaDEL,RandomForest,0,0.9491525423728814,730,183,1179,0.9289617486338798,0.9550173010380623,0.9583333333333334,0.8205128205128205,0.9517241379310345,32,7,6,138
69,PaDEL,RandomForest,0,0.958904109589041,730,183,1180,0.9180327868852459,0.9488054607508533,0.9652777777777778,0.7435897435897436,0.9328859060402684,29,10,5,139
70,PaDEL,RandomForest,0,0.9484536082474226,730,183,1182,0.9398907103825137,0.9611307420494699,0.9444444444444444,0.9230769230769231,0.9784172661870504,36,3,8,136
71,PaDEL,RandomForest,0,0.9553264604810997,730,183,1182,0.9016393442622951,0.9370629370629371,0.9305555555555556,0.7948717948717948,0.9436619718309859,31,8,10,134
72,PaDEL,RandomForest,0,0.9611307420494699,730,183,1179,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
73,PaDEL,RandomForest,0,0.975609756097561,730,183,1182,0.9234972677595629,0.952054794520548,0.9652777777777778,0.7692307692307693,0.9391891891891891,30,9,5,139
74,PaDEL,RandomForest,1,0.9627118644067797,730,183,1182,0.9453551912568307,0.9652777777777778,0.9652777777777778,0.8717948717948718,0.9652777777777778,34,5,5,139
75,PaDEL,RandomForest,0,0.9794520547945206,730,183,1182,0.8743169398907104,0.9209621993127147,0.9305555555555556,0.6666666666666666,0.9115646258503401,26,13,10,134
76,PaDEL,RandomForest,0,0.9619377162629758,730,183,1182,0.9344262295081968,0.9594594594594594,0.9861111111111112,0.7435897435897436,0.9342105263157895,29,10,2,142
77,PaDEL,RandomForest,1,0.958904109589041,730,183,1182,0.9453551912568307,0.9652777777777778,0.9652777777777778,0.8717948717948718,0.9652777777777778,34,5,5,139
78,PaDEL,RandomForest,1,0.9726027397260274,730,183,1182,0.9344262295081968,0.9586206896551724,0.9652777777777778,0.8205128205128205,0.952054794520548,32,7,5,139
79,PaDEL,RandomForest,1,0.9657534246575342,730,183,1182,0.9344262295081968,0.9591836734693877,0.9791666666666666,0.7692307692307693,0.94,30,9,3,141
80,PaDEL,RandomForest,0,0.9616724738675958,730,183,1182,0.9289617486338798,0.9553264604810997,0.9652777777777778,0.7948717948717948,0.9455782312925171,31,8,5,139
81,PaDEL,RandomForest,1,0.9694915254237289,730,183,1182,0.9453551912568307,0.9659863945578231,0.9861111111111112,0.7948717948717948,0.9466666666666667,31,8,2,142
82,PaDEL,RandomForest,1,0.9795918367346939,730,183,1182,0.9180327868852459,0.9480968858131488,0.9513888888888888,0.7948717948717948,0.9448275862068966,31,8,7,137
83,PaDEL,RandomForest,1,0.9761092150170648,730,183,1182,0.9289617486338798,0.9556313993174061,0.9722222222222222,0.7692307692307693,0.9395973154362416,30,9,4,140
84,PaDEL,RandomForest,1,0.9686411149825784,730,183,1180,0.9398907103825137,0.9616724738675958,0.9583333333333334,0.8717948717948718,0.965034965034965,34,5,6,138
85,PaDEL,RandomForest,0,0.9619377162629758,730,183,1182,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
86,PaDEL,RandomForest,0,0.9523809523809523,730,183,1182,0.9289617486338798,0.9559322033898305,0.9791666666666666,0.7435897435897436,0.9337748344370861,29,10,3,141
87,PaDEL,RandomForest,1,0.9690721649484536,730,183,1182,0.9508196721311475,0.9692832764505119,0.9861111111111112,0.8205128205128205,0.9530201342281879,32,7,2,142
88,PaDEL,RandomForest,1,0.9562289562289562,730,183,1182,0.9344262295081968,0.9586206896551724,0.9652777777777778,0.8205128205128205,0.952054794520548,32,7,5,139
89,PaDEL,RandomForest,0,0.9391891891891891,730,183,1180,0.9398907103825137,0.9614035087719298,0.9513888888888888,0.8974358974358975,0.9716312056737588,35,4,7,137
90,PaDEL,RandomForest,1,0.9366197183098591,730,183,1179,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
91,PaDEL,RandomForest,0,0.9553264604810997,730,183,1182,0.9289617486338798,0.9547038327526133,0.9513888888888888,0.8461538461538461,0.958041958041958,33,6,7,137
92,PaDEL,RandomForest,0,0.9455782312925171,730,183,1182,0.9781420765027322,0.986013986013986,0.9791666666666666,0.9743589743589743,0.9929577464788732,38,1,3,141
93,PaDEL,RandomForest,1,0.9627118644067797,730,183,1182,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
94,PaDEL,RandomForest,0,0.9507042253521126,730,183,1180,0.9508196721311475,0.9681978798586572,0.9513888888888888,0.9487179487179487,0.9856115107913669,37,2,7,137
95,PaDEL,RandomForest,0,0.9652777777777778,730,183,1182,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
96,PaDEL,RandomForest,1,0.9459459459459459,730,183,1179,0.9562841530054644,0.9724137931034482,0.9791666666666666,0.8717948717948718,0.9657534246575342,34,5,3,141
97,PaDEL,RandomForest,0,0.9591836734693877,730,183,1182,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
98,PaDEL,RandomForest,1,0.9517241379310345,730,183,1182,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
99,PaDEL,RandomForest,1,0.9657534246575342,730,183,1182,0.9453551912568307,0.9662162162162162,0.9930555555555556,0.7692307692307693,0.9407894736842105,30,9,1,143
0,PaDEL,XGBoost,1,0.9513888888888888,730,183,1180,0.9289617486338798,0.9559322033898305,0.9791666666666666,0.7435897435897436,0.9337748344370861,29,10,3,141
1,PaDEL,XGBoost,1,0.9452054794520548,730,183,1179,0.9289617486338798,0.9559322033898305,0.9791666666666666,0.7435897435897436,0.9337748344370861,29,10,3,141
2,PaDEL,XGBoost,0,0.9347079037800687,730,183,1182,0.9617486338797814,0.9759450171821306,0.9861111111111112,0.8717948717948718,0.9659863945578231,34,5,2,142
3,PaDEL,XGBoost,0,0.9690721649484536,730,183,1182,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
4,PaDEL,XGBoost,0,0.9550173010380623,730,183,1182,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
5,PaDEL,XGBoost,1,0.9759450171821306,730,183,1182,0.9180327868852459,0.9484536082474226,0.9583333333333334,0.7692307692307693,0.9387755102040817,30,9,6,138
6,PaDEL,XGBoost,1,0.952054794520548,730,183,1182,0.9180327868852459,0.9477351916376306,0.9444444444444444,0.8205128205128205,0.951048951048951,32,7,8,136
7,PaDEL,XGBoost,1,0.9517241379310345,730,183,1179,0.9453551912568307,0.9659863945578231,0.9861111111111112,0.7948717948717948,0.9466666666666667,31,8,2,142
8,PaDEL,XGBoost,0,0.9629629629629629,730,183,1182,0.9234972677595629,0.9523809523809523,0.9722222222222222,0.7435897435897436,0.9333333333333333,29,10,4,140
9,PaDEL,XGBoost,0,0.9688581314878892,730,183,1182,0.9453551912568307,0.9657534246575342,0.9791666666666666,0.8205128205128205,0.9527027027027027,32,7,3,141
10,PaDEL,XGBoost,0,0.9448275862068966,730,183,1182,0.9344262295081968,0.958041958041958,0.9513888888888888,0.8717948717948718,0.9647887323943662,34,5,7,137
11,PaDEL,XGBoost,1,0.9594594594594594,730,183,1180,0.9234972677595629,0.9517241379310345,0.9583333333333334,0.7948717948717948,0.9452054794520548,31,8,6,138
12,PaDEL,XGBoost,0,0.962457337883959,730,183,1180,0.9180327868852459,0.9469964664310954,0.9305555555555556,0.8717948717948718,0.9640287769784173,34,5,10,134
13,PaDEL,XGBoost,0,0.9347079037800687,730,183,1182,0.9344262295081968,0.9586206896551724,0.9652777777777778,0.8205128205128205,0.952054794520548,32,7,5,139
14,PaDEL,XGBoost,0,0.9556313993174061,730,183,1182,0.9234972677595629,0.9517241379310345,0.9583333333333334,0.7948717948717948,0.9452054794520548,31,8,6,138
15,PaDEL,XGBoost,0,0.951048951048951,730,183,1182,0.9289617486338798,0.9553264604810997,0.9652777777777778,0.7948717948717948,0.9455782312925171,31,8,5,139
16,PaDEL,XGBoost,0,0.9342560553633218,730,183,1180,0.9453551912568307,0.9652777777777778,0.9652777777777778,0.8717948717948718,0.9652777777777778,34,5,5,139
17,PaDEL,XGBoost,0,0.9616724738675958,730,183,1180,0.9234972677595629,0.9517241379310345,0.9583333333333334,0.7948717948717948,0.9452054794520548,31,8,6,138
18,PaDEL,XGBoost,0,0.9452054794520548,730,183,1180,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
19,PaDEL,XGBoost,0,0.9652777777777778,730,183,1177,0.9344262295081968,0.9586206896551724,0.9652777777777778,0.8205128205128205,0.952054794520548,32,7,5,139
20,PaDEL,XGBoost,1,0.9491525423728814,730,183,1179,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
21,PaDEL,XGBoost,1,0.962457337883959,730,183,1182,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
22,PaDEL,XGBoost,0,0.9543859649122807,730,183,1182,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
23,PaDEL,XGBoost,1,0.9517241379310345,730,183,1182,0.912568306010929,0.9459459459459459,0.9722222222222222,0.6923076923076923,0.9210526315789473,27,12,4,140
24,PaDEL,XGBoost,0,0.9419795221843004,730,183,1182,0.9562841530054644,0.9727891156462585,0.9930555555555556,0.8205128205128205,0.9533333333333334,32,7,1,143
25,PaDEL,XGBoost,1,0.9565217391304348,730,183,1177,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
26,PaDEL,XGBoost,0,0.9556313993174061,730,183,1182,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
27,PaDEL,XGBoost,0,0.9559322033898305,730,183,1180,0.9289617486338798,0.9550173010380623,0.9583333333333334,0.8205128205128205,0.9517241379310345,32,7,6,138
28,PaDEL,XGBoost,1,0.9423728813559322,730,183,1177,0.912568306010929,0.9455782312925171,0.9652777777777778,0.717948717948718,0.9266666666666666,28,11,5,139
29,PaDEL,XGBoost,1,0.9652777777777778,730,183,1182,0.9453551912568307,0.9657534246575342,0.9791666666666666,0.8205128205128205,0.9527027027027027,32,7,3,141
30,PaDEL,XGBoost,0,0.9724137931034482,730,183,1182,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
31,PaDEL,XGBoost,1,0.9491525423728814,730,183,1182,0.9289617486338798,0.9553264604810997,0.9652777777777778,0.7948717948717948,0.9455782312925171,31,8,5,139
32,PaDEL,XGBoost,0,0.962457337883959,730,183,1182,0.9453551912568307,0.9655172413793104,0.9722222222222222,0.8461538461538461,0.958904109589041,33,6,4,140
33,PaDEL,XGBoost,1,0.9621993127147767,730,183,1182,0.9289617486338798,0.9562289562289562,0.9861111111111112,0.717948717948718,0.9281045751633987,28,11,2,142
34,PaDEL,XGBoost,0,0.9594594594594594,730,183,1182,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
35,PaDEL,XGBoost,0,0.9621993127147767,730,183,1182,0.9617486338797814,0.9759450171821306,0.9861111111111112,0.8717948717948718,0.9659863945578231,34,5,2,142
36,PaDEL,XGBoost,1,0.9594594594594594,730,183,1182,0.9234972677595629,0.9513888888888888,0.9513888888888888,0.8205128205128205,0.9513888888888888,32,7,7,137
37,PaDEL,XGBoost,0,0.9448275862068966,730,183,1179,0.9344262295081968,0.9586206896551724,0.9652777777777778,0.8205128205128205,0.952054794520548,32,7,5,139
38,PaDEL,XGBoost,0,0.9594594594594594,730,183,1182,0.9344262295081968,0.9591836734693877,0.9791666666666666,0.7692307692307693,0.94,30,9,3,141
39,PaDEL,XGBoost,1,0.9614035087719298,730,183,1180,0.9289617486338798,0.9553264604810997,0.9652777777777778,0.7948717948717948,0.9455782312925171,31,8,5,139
40,PaDEL,XGBoost,0,0.9419795221843004,730,183,1182,0.907103825136612,0.9431438127090301,0.9791666666666666,0.6410256410256411,0.9096774193548387,25,14,3,141
41,PaDEL,XGBoost,1,0.9488054607508533,730,183,1182,0.9836065573770492,0.9896193771626297,0.9930555555555556,0.9487179487179487,0.9862068965517241,37,2,1,143
42,PaDEL,XGBoost,1,0.9757785467128027,730,183,1182,0.9398907103825137,0.9616724738675958,0.9583333333333334,0.8717948717948718,0.965034965034965,34,5,6,138
43,PaDEL,XGBoost,1,0.9419795221843004,730,183,1179,0.9562841530054644,0.9724137931034482,0.9791666666666666,0.8717948717948718,0.9657534246575342,34,5,3,141
44,PaDEL,XGBoost,1,0.9594594594594594,730,183,1180,0.9562841530054644,0.9722222222222222,0.9722222222222222,0.8974358974358975,0.9722222222222222,35,4,4,140
45,PaDEL,XGBoost,0,0.9455782312925171,730,183,1182,0.9508196721311475,0.9688581314878892,0.9722222222222222,0.8717948717948718,0.9655172413793104,34,5,4,140
46,PaDEL,XGBoost,1,0.9423728813559322,730,183,1180,0.9180327868852459,0.9484536082474226,0.9583333333333334,0.7692307692307693,0.9387755102040817,30,9,6,138
47,PaDEL,XGBoost,0,0.9686411149825784,730,183,1182,0.9234972677595629,0.951048951048951,0.9444444444444444,0.8461538461538461,0.9577464788732394,33,6,8,136
48,PaDEL,XGBoost,0,0.9375,730,183,1182,0.9398907103825137,0.9619377162629758,0.9652777777777778,0.8461538461538461,0.9586206896551724,33,6,5,139
49,PaDEL,XGBoost,0,0.9565217391304348,730,183,1179,0.912568306010929,0.9448275862068966,0.9513888888888888,0.7692307692307693,0.9383561643835616,30,9,7,137
50,PaDEL,XGBoost,0,0.9652777777777778,730,183,1182,0.912568306010929,0.9452054794520548,0.9583333333333334,0.7435897435897436,0.9324324324324325,29,10,6,138
51,PaDEL,XGBoost,0,0.952054794520548,730,183,1179,0.907103825136612,0.9415807560137457,0.9513888888888888,0.7435897435897436,0.9319727891156463,29,10,7,137
52,PaDEL,XGBoost,1,0.9692832764505119,730,183,1182,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
53,PaDEL,XGBoost,1,0.9435215946843853,730,183,1182,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
54,PaDEL,XGBoost,0,0.9694915254237289,730,183,1179,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
55,PaDEL,XGBoost,0,0.9594594594594594,730,183,1180,0.9453551912568307,0.9652777777777778,0.9652777777777778,0.8717948717948718,0.9652777777777778,34,5,5,139
56,PaDEL,XGBoost,0,0.9586206896551724,730,183,1179,0.9180327868852459,0.9488054607508533,0.9652777777777778,0.7435897435897436,0.9328859060402684,29,10,5,139
57,PaDEL,XGBoost,0,0.9480968858131488,730,183,1182,0.9344262295081968,0.9583333333333334,0.9583333333333334,0.8461538461538461,0.9583333333333334,33,6,6,138
58,PaDEL,XGBoost,0,0.9484536082474226,730,183,1182,0.9234972677595629,0.9523809523809523,0.9722222222222222,0.7435897435897436,0.9333333333333333,29,10,4,140
59,PaDEL,XGBoost,0,0.9351535836177475,730,183,1180,0.9453551912568307,0.9655172413793104,0.9722222222222222,0.8461538461538461,0.958904109589041,33,6,4,140
60,PaDEL,XGBoost,1,0.9556313993174061,730,183,1182,0.9562841530054644,0.9727891156462585,0.9930555555555556,0.8205128205128205,0.9533333333333334,32,7,1,143
61,PaDEL,XGBoost,1,0.9664429530201343,730,183,1180,0.9508196721311475,0.9690721649484536,0.9791666666666666,0.8461538461538461,0.9591836734693877,33,6,3,141
62,PaDEL,XGBoost,1,0.9722222222222222,730,183,1177,0.9453551912568307,0.9657534246575342,0.9791666666666666,0.8205128205128205,0.9527027027027027,32,7,3,141
63,PaDEL,XGBoost,1,0.9591836734693877,730,183,1177,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
64,PaDEL,XGBoost,1,0.9694915254237289,730,183,1179,0.912568306010929,0.9436619718309859,0.9305555555555556,0.8461538461538461,0.9571428571428572,33,6,10,134
65,PaDEL,XGBoost,1,0.9627118644067797,730,183,1179,0.9234972677595629,0.9507042253521126,0.9375,0.8717948717948718,0.9642857142857143,34,5,9,135
66,PaDEL,XGBoost,1,0.9523809523809523,730,183,1182,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
67,PaDEL,XGBoost,0,0.9655172413793104,730,183,1182,0.912568306010929,0.9455782312925171,0.9652777777777778,0.717948717948718,0.9266666666666666,28,11,5,139
68,PaDEL,XGBoost,1,0.9530201342281879,730,183,1179,0.9234972677595629,0.952054794520548,0.9652777777777778,0.7692307692307693,0.9391891891891891,30,9,5,139
69,PaDEL,XGBoost,0,0.9550173010380623,730,183,1180,0.8907103825136612,0.9315068493150684,0.9444444444444444,0.6923076923076923,0.918918918918919,27,12,8,136
70,PaDEL,XGBoost,1,0.9619377162629758,730,183,1182,0.9453551912568307,0.9645390070921985,0.9444444444444444,0.9487179487179487,0.9855072463768116,37,2,8,136
71,PaDEL,XGBoost,0,0.9448275862068966,730,183,1182,0.9289617486338798,0.9547038327526133,0.9513888888888888,0.8461538461538461,0.958041958041958,33,6,7,137
72,PaDEL,XGBoost,0,0.9577464788732394,730,183,1179,0.9398907103825137,0.9619377162629758,0.9652777777777778,0.8461538461538461,0.9586206896551724,33,6,5,139
73,PaDEL,XGBoost,0,0.9790209790209791,730,183,1182,0.9398907103825137,0.962457337883959,0.9791666666666666,0.7948717948717948,0.9463087248322147,31,8,3,141
74,PaDEL,XGBoost,0,0.9659863945578231,730,183,1182,0.9234972677595629,0.951048951048951,0.9444444444444444,0.8461538461538461,0.9577464788732394,33,6,8,136
75,PaDEL,XGBoost,1,0.9829351535836177,730,183,1182,0.8961748633879781,0.9351535836177475,0.9513888888888888,0.6923076923076923,0.9194630872483222,27,12,7,137
76,PaDEL,XGBoost,1,0.9655172413793104,730,183,1182,0.9289617486338798,0.9556313993174061,0.9722222222222222,0.7692307692307693,0.9395973154362416,30,9,4,140
77,PaDEL,XGBoost,0,0.9619377162629758,730,183,1182,0.9398907103825137,0.9611307420494699,0.9444444444444444,0.9230769230769231,0.9784172661870504,36,3,8,136
78,PaDEL,XGBoost,1,0.962457337883959,730,183,1182,0.9289617486338798,0.9550173010380623,0.9583333333333334,0.8205128205128205,0.9517241379310345,32,7,6,138
79,PaDEL,XGBoost,0,0.9724137931034482,730,183,1182,0.9234972677595629,0.9517241379310345,0.9583333333333334,0.7948717948717948,0.9452054794520548,31,8,6,138
80,PaDEL,XGBoost,0,0.9513888888888888,730,183,1182,0.9398907103825137,0.9621993127147767,0.9722222222222222,0.8205128205128205,0.9523809523809523,32,7,4,140
81,PaDEL,XGBoost,0,0.9659863945578231,730,183,1182,0.9289617486338798,0.9553264604810997,0.9652777777777778,0.7948717948717948,0.9455782312925171,31,8,5,139
82,PaDEL,XGBoost,1,0.9757785467128027,730,183,1182,0.9234972677595629,0.952054794520548,0.9652777777777778,0.7692307692307693,0.9391891891891891,30,9,5,139
83,PaDEL,XGBoost,1,0.9553264604810997,730,183,1182,0.9398907103825137,0.9627118644067797,0.9861111111111112,0.7692307692307693,0.9403973509933775,30,9,2,142
84,PaDEL,XGBoost,1,0.9583333333333334,730,183,1180,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
85,PaDEL,XGBoost,1,0.9550173010380623,730,183,1182,0.9398907103825137,0.9616724738675958,0.9583333333333334,0.8717948717948718,0.965034965034965,34,5,6,138
86,PaDEL,XGBoost,1,0.9627118644067797,730,183,1182,0.9180327868852459,0.9494949494949495,0.9791666666666666,0.6923076923076923,0.9215686274509803,27,12,3,141
87,PaDEL,XGBoost,0,0.9722222222222222,730,183,1182,0.9453551912568307,0.9655172413793104,0.9722222222222222,0.8461538461538461,0.958904109589041,33,6,4,140
88,PaDEL,XGBoost,0,0.9556313993174061,730,183,1182,0.9398907103825137,0.9619377162629758,0.9652777777777778,0.8461538461538461,0.9586206896551724,33,6,5,139
89,PaDEL,XGBoost,1,0.9419795221843004,730,183,1180,0.9508196721311475,0.9686411149825784,0.9652777777777778,0.8974358974358975,0.972027972027972,35,4,5,139
90,PaDEL,XGBoost,1,0.9407665505226481,730,183,1179,0.9398907103825137,0.9619377162629758,0.9652777777777778,0.8461538461538461,0.9586206896551724,33,6,5,139
91,PaDEL,XGBoost,0,0.9480968858131488,730,183,1182,0.9289617486338798,0.9553264604810997,0.9652777777777778,0.7948717948717948,0.9455782312925171,31,8,5,139
92,PaDEL,XGBoost,0,0.9556313993174061,730,183,1182,0.9562841530054644,0.971830985915493,0.9583333333333334,0.9487179487179487,0.9857142857142858,37,2,6,138
93,PaDEL,XGBoost,1,0.9452054794520548,730,183,1182,0.9289617486338798,0.9550173010380623,0.9583333333333334,0.8205128205128205,0.9517241379310345,32,7,6,138
94,PaDEL,XGBoost,0,0.9436619718309859,730,183,1180,0.9508196721311475,0.968421052631579,0.9583333333333334,0.9230769230769231,0.9787234042553191,36,3,6,138
95,PaDEL,XGBoost,0,0.9577464788732394,730,183,1182,0.9344262295081968,0.958904109589041,0.9722222222222222,0.7948717948717948,0.9459459459459459,31,8,4,140
